,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
82047,82047,82047,334404,mobile,53434,15,0.0,2016-03-25,1,1,1,4
82048,82048,82048,334404,mobile,53434,15,1.0,2016-03-26,1,1,1,4
82049,82049,82049,334404,mobile,53434,15,2.0,2016-03-27,1,1,1,4
82050,82050,82050,334404,mobile,53434,15,3.0,2016-03-28,1,1,1,4
82051,82051,82051,334404,mobile,46794,15,4.0,2016-03-29,47,47,1,4
82052,82052,82052,334404,mobile,52076,15,51.0,2016-05-15,1,1,1,4
82053,82053,82053,334404,mobile,17990,15,52.0,2016-05-16,1,1,1,4
82054,82054,82054,334404,mobile,19444,15,53.0,2016-05-17,1,1,1,4
82055,82055,82055,334404,mobile,15377,15,54.0,2016-05-18,1,1,1,4
82056,82056,82056,334404,mobile,48343,15,55.0,2016-05-19,1,1,1,4
82057,82057,82057,334404,mobile,29770,15,56.0,2016-05-20,1,1,1,4
82058,82058,82058,334404,mobile,52818,15,57.0,2016-05-21,1,1,1,4
82059,82059,82059,334404,mobile,45188,15,58.0,2016-05-22,1,1,1,4
82060,82060,82060,334404,mobile,60274,15,59.0,2016-05-23,1,1,1,4
82061,82061,82061,334404,mobile,36063,15,60.0,2016-05-24,9999,9999,1,4
