,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
24928,24928,24928,100413,desktop,21544,14,0.0,2016-03-06,1,2,1,4
24929,24929,24929,100413,desktop,44965,14,1.0,2016-03-08,2,2,2,4
24930,24930,24930,100413,tablet,56465,14,3.0,2016-03-10,2,3,2,4
24931,24931,24931,100413,desktop,28474,14,5.0,2016-03-13,3,2,3,4
24932,24932,24932,100413,desktop,11876,14,8.0,2016-03-15,4,4,2,4
24933,24933,24933,100413,tablet,47419,14,12.0,2016-03-19,2,1,2,4
24934,24934,24934,100413,tablet,63442,14,14.0,2016-03-20,1,2,1,4
24935,24935,24935,100413,desktop,34975,14,15.0,2016-03-22,2,1,2,4
24936,24936,24936,100413,desktop,63442,14,17.0,2016-03-23,1,2,1,4
24937,24937,24937,100413,desktop,43736,14,18.0,2016-03-25,4,5,2,4
24938,24938,24938,100413,desktop,43736,14,22.0,2016-03-30,3,1,3,4
24939,24939,24939,100413,desktop,4369,14,25.0,2016-03-31,1,2,1,4
24940,24940,24940,100413,desktop,42788,14,26.0,2016-04-02,2,2,2,4
24941,24941,24941,100413,desktop,46223,14,28.0,2016-04-04,9999,9999,2,4
