,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
93587,93587,93587,380230,desktop,12394,13,0.0,2016-09-13,1,1,1,4
93588,93588,93588,380230,desktop,24448,13,1.0,2016-09-14,1,1,1,4
93589,93589,93589,380230,desktop,18613,13,2.0,2016-09-15,1,1,1,4
93590,93590,93590,380230,desktop,9039,13,3.0,2016-09-16,1,2,1,4
93591,93591,93591,380230,desktop,24448,13,4.0,2016-09-18,2,1,2,4
93592,93592,93592,380230,desktop,24448,13,6.0,2016-09-19,1,1,1,4
93593,93593,93593,380230,desktop,55638,13,7.0,2016-09-20,1,1,1,4
93594,93594,93594,380230,desktop,57905,13,8.0,2016-09-21,1,2,1,4
93595,93595,93595,380230,desktop,55638,13,9.0,2016-09-23,17,16,2,4
93596,93596,93596,380230,desktop,66976,13,26.0,2016-10-09,1,1,1,4
93597,93597,93597,380230,desktop,39491,13,27.0,2016-10-10,1,6,1,4
93598,93598,93598,380230,desktop,39491,13,28.0,2016-10-16,6,1,6,4
93599,93599,93599,380230,desktop,39491,13,34.0,2016-10-17,9999,9999,1,4
