,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
74078,74078,74078,300543,desktop,47499,12,0.0,2016-12-06,1,2,1,4
74079,74079,74079,300543,desktop,28887,12,1.0,2016-12-08,2,2,2,4
74080,74080,74080,300543,desktop,31057,12,3.0,2016-12-10,2,2,2,4
74081,74081,74081,300543,mobile,9526,12,5.0,2016-12-12,2,2,2,4
74082,74082,74082,300543,mobile,26345,12,7.0,2016-12-14,2,2,2,4
74083,74083,74083,300543,desktop,5584,12,9.0,2016-12-16,2,2,2,4
74084,74084,74084,300543,mobile,55529,12,11.0,2016-12-18,2,2,2,4
74085,74085,74085,300543,desktop,47499,12,13.0,2016-12-20,2,1,2,4
74086,74086,74086,300543,desktop,4216,12,15.0,2016-12-21,1,3,1,4
74087,74087,74087,300543,desktop,10485,12,16.0,2016-12-24,3,2,3,4
74088,74088,74088,300543,desktop,28733,12,19.0,2016-12-26,2,1,2,4
74089,74089,74089,300543,mobile,37740,12,21.0,2016-12-27,9999,9999,1,4
