,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
62691,62691,62691,254776,desktop,19771,15,0.0,2016-02-04,1,1,1,4
62692,62692,62692,254776,desktop,10097,15,1.0,2016-02-05,1,3,1,4
62693,62693,62693,254776,desktop,54384,15,2.0,2016-02-08,3,1,3,4
62694,62694,62694,254776,desktop,23862,15,5.0,2016-02-09,1,1,1,4
62695,62695,62695,254776,desktop,45682,15,6.0,2016-02-10,1,2,1,4
62696,62696,62696,254776,desktop,36258,15,7.0,2016-02-12,2,2,2,4
62697,62697,62697,254776,desktop,15695,15,9.0,2016-02-14,2,2,2,4
62698,62698,62698,254776,desktop,22868,15,11.0,2016-02-16,2,1,2,4
62699,62699,62699,254776,desktop,45598,15,13.0,2016-02-17,1,1,1,4
62700,62700,62700,254776,desktop,46593,15,14.0,2016-02-18,1,2,1,4
62701,62701,62701,254776,desktop,56872,15,15.0,2016-02-20,2,1,2,4
62702,62702,62702,254776,desktop,19183,15,17.0,2016-02-21,1,2,1,4
62703,62703,62703,254776,desktop,51999,15,18.0,2016-02-23,2,1,2,4
62704,62704,62704,254776,desktop,1910,15,20.0,2016-02-24,1,3,1,4
62705,62705,62705,254776,desktop,60143,15,21.0,2016-02-27,9999,9999,3,4
