,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
69050,69050,69050,280768,mobile,32988,10,0.0,2016-08-05,1,3,1,3
69051,69051,69051,280768,mobile,25917,10,1.0,2016-08-08,3,1,3,3
69052,69052,69052,280768,mobile,25917,10,4.0,2016-08-09,1,3,1,3
69053,69053,69053,280768,mobile,32988,10,5.0,2016-08-12,3,1,3,3
69054,69054,69054,280768,mobile,35907,10,8.0,2016-08-13,67,68,1,3
69055,69055,69055,280768,mobile,4975,10,75.0,2016-10-20,2,1,2,3
69056,69056,69056,280768,mobile,4975,10,77.0,2016-10-21,1,2,1,3
69057,69057,69057,280768,mobile,4975,10,78.0,2016-10-23,2,4,2,3
69058,69058,69058,280768,mobile,4975,10,80.0,2016-10-27,4,1,4,3
69059,69059,69059,280768,mobile,31529,10,84.0,2016-10-28,9999,9999,1,3
