,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
95804,95804,95804,389843,desktop,5781,12,0.0,2016-09-04,1,3,1,4
95805,95805,95805,389843,desktop,41111,12,1.0,2016-09-07,3,2,3,4
95806,95806,95806,389843,desktop,62848,12,4.0,2016-09-09,2,1,2,4
95807,95807,95807,389843,desktop,62848,12,6.0,2016-09-10,1,1,1,4
95808,95808,95808,389843,desktop,40963,12,7.0,2016-09-11,1,2,1,4
95809,95809,95809,389843,desktop,40963,12,8.0,2016-09-13,2,1,2,4
95810,95810,95810,389843,desktop,40963,12,10.0,2016-09-14,1,2,1,4
95811,95811,95811,389843,desktop,45869,12,11.0,2016-09-16,2,1,2,4
95812,95812,95812,389843,desktop,10372,12,13.0,2016-09-17,1,2,1,4
95813,95813,95813,389843,desktop,11563,12,14.0,2016-09-19,2,4,2,4
95814,95814,95814,389843,desktop,35543,12,16.0,2016-09-23,4,2,4,4
95815,95815,95815,389843,desktop,44103,12,20.0,2016-09-25,9999,9999,2,4
