,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
35564,35564,35564,143586,desktop,52818,11,0.0,2016-06-18,1,1,1,4
35565,35565,35565,143586,desktop,67353,11,1.0,2016-06-19,1,2,1,4
35566,35566,35566,143586,desktop,29690,11,2.0,2016-06-21,2,1,2,4
35567,35567,35567,143586,desktop,17707,11,4.0,2016-06-22,1,2,1,4
35568,35568,35568,143586,desktop,0,11,5.0,2016-06-24,3,3,2,4
35569,35569,35569,143586,desktop,58741,11,8.0,2016-06-27,2,3,2,4
35570,35570,35570,143586,desktop,51128,11,10.0,2016-06-30,3,1,3,4
35571,35571,35571,143586,desktop,33667,11,13.0,2016-07-01,1,3,1,4
35572,35572,35572,143586,desktop,21929,11,14.0,2016-07-04,3,2,3,4
35573,35573,35573,143586,desktop,29770,11,17.0,2016-07-06,2,1,2,4
35574,35574,35574,143586,desktop,49317,11,19.0,2016-07-07,9999,9999,1,4
