,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
46480,46480,46480,187056,desktop,29319,11,0.0,2016-03-12,2,1,2,4
46481,46481,46481,187056,mobile,66815,11,2.0,2016-03-13,1,1,1,4
46482,46482,46482,187056,mobile,22964,11,3.0,2016-03-14,1,1,1,4
46483,46483,46483,187056,mobile,47732,11,4.0,2016-03-15,1,1,1,4
46484,46484,46484,187056,mobile,65322,11,5.0,2016-03-16,1,2,1,4
46485,46485,46485,187056,mobile,23921,11,6.0,2016-03-18,2,1,2,4
46486,46486,46486,187056,mobile,60403,11,8.0,2016-03-19,1,2,1,4
46487,46487,46487,187056,mobile,48483,11,9.0,2016-03-21,2,1,2,4
46488,46488,46488,187056,mobile,5325,11,11.0,2016-03-22,1,1,1,4
46489,46489,46489,187056,mobile,55,11,12.0,2016-03-23,1,1,1,4
46490,46490,46490,187056,mobile,0,11,13.0,2016-03-24,9999,9999,1,4
