,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
94677,94677,94677,384586,desktop,21929,12,0.0,2016-05-02,2,1,2,4
94678,94678,94678,384586,desktop,1603,12,2.0,2016-05-03,1,2,1,4
94679,94679,94679,384586,desktop,55196,12,3.0,2016-05-05,2,2,2,4
94680,94680,94680,384586,desktop,63418,12,5.0,2016-05-07,2,3,2,4
94681,94681,94681,384586,desktop,16521,12,7.0,2016-05-10,231,229,3,4
94682,94682,94682,384586,desktop,19771,12,238.0,2016-12-25,1,2,1,4
94683,94683,94683,384586,desktop,60966,12,239.0,2016-12-27,2,1,2,4
94684,94684,94684,384586,desktop,56997,12,241.0,2016-12-28,1,3,1,4
94685,94685,94685,384586,desktop,12029,12,242.0,2016-12-31,3,2,3,4
94686,94686,94686,384586,desktop,62273,12,245.0,2017-01-02,2,2,2,4
94687,94687,94687,384586,desktop,10097,12,247.0,2017-01-04,2,2,2,4
94688,94688,94688,384586,desktop,19771,12,249.0,2017-01-06,9999,9999,2,4
