,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
82763,82763,82763,337334,desktop,26235,14,0.0,2016-04-11,4,3,4,4
82764,82764,82764,337334,desktop,8148,14,4.0,2016-04-14,3,2,3,4
82765,82765,82765,337334,desktop,4716,14,7.0,2016-04-16,2,2,2,4
82766,82766,82766,337334,desktop,52862,14,9.0,2016-04-18,39,38,2,4
82767,82767,82767,337334,desktop,21487,14,48.0,2016-05-26,1,2,1,4
82768,82768,82768,337334,desktop,64156,14,49.0,2016-05-28,2,2,2,4
82769,82769,82769,337334,desktop,54300,14,51.0,2016-05-30,2,1,2,4
82770,82770,82770,337334,desktop,0,14,53.0,2016-05-31,40,41,1,4
82771,82771,82771,337334,desktop,61612,14,93.0,2016-07-11,2,3,2,4
82772,82772,82772,337334,desktop,16670,14,95.0,2016-07-14,3,2,3,4
82773,82773,82773,337334,desktop,50514,14,98.0,2016-07-16,2,1,2,4
82774,82774,82774,337334,desktop,58821,14,100.0,2016-07-17,1,3,1,4
82775,82775,82775,337334,desktop,10359,14,101.0,2016-07-20,3,2,3,4
82776,82776,82776,337334,desktop,66091,14,104.0,2016-07-22,9999,9999,2,4
