,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
20202,20202,20202,80569,tablet,55073,11,0.0,2016-07-02,1,2,1,4
20203,20203,20203,80569,tablet,18508,11,1.0,2016-07-04,2,1,2,4
20204,20204,20204,80569,tablet,12430,11,3.0,2016-07-05,1,1,1,4
20205,20205,20205,80569,tablet,62587,11,4.0,2016-07-06,1,3,1,4
20206,20206,20206,80569,tablet,0,11,5.0,2016-07-09,204,203,3,4
20207,20207,20207,80569,mobile,735,11,209.0,2017-01-28,2,1,2,4
20208,20208,20208,80569,mobile,40871,11,211.0,2017-01-29,1,1,1,4
20209,20209,20209,80569,mobile,7663,11,212.0,2017-01-30,1,1,1,4
20210,20210,20210,80569,desktop,30937,11,213.0,2017-01-31,1,1,1,4
20211,20211,20211,80569,desktop,65015,11,214.0,2017-02-01,1,1,1,4
20212,20212,20212,80569,mobile,60143,11,215.0,2017-02-02,9999,9999,1,4
