,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
85386,85386,85386,348044,desktop,62517,12,0.0,2016-03-22,1,1,1,4
85387,85387,85387,348044,desktop,37689,12,1.0,2016-03-23,1,1,1,4
85388,85388,85388,348044,desktop,15583,12,2.0,2016-03-24,1,1,1,4
85389,85389,85389,348044,desktop,7492,12,3.0,2016-03-25,25,25,1,4
85390,85390,85390,348044,desktop,36777,12,28.0,2016-04-19,1,1,1,4
85391,85391,85391,348044,desktop,31486,12,29.0,2016-04-20,1,1,1,4
85392,85392,85392,348044,desktop,58914,12,30.0,2016-04-21,1,1,1,4
85393,85393,85393,348044,desktop,28902,12,31.0,2016-04-22,18,18,1,4
85394,85394,85394,348044,desktop,25173,12,49.0,2016-05-10,1,1,1,4
85395,85395,85395,348044,desktop,37509,12,50.0,2016-05-11,1,1,1,4
85396,85396,85396,348044,desktop,9014,12,51.0,2016-05-12,1,1,1,4
85397,85397,85397,348044,desktop,8468,12,52.0,2016-05-13,9999,9999,1,4
