,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
64337,64337,64337,261678,desktop,19771,14,0.0,2016-09-12,3,2,3,4
64338,64338,64338,261678,desktop,24398,14,3.0,2016-09-14,2,2,2,4
64339,64339,64339,261678,mobile,36073,14,5.0,2016-09-16,2,2,2,4
64340,64340,64340,261678,desktop,36073,14,7.0,2016-09-18,2,2,2,4
64341,64341,64341,261678,desktop,54384,14,9.0,2016-09-20,2,2,2,4
64342,64342,64342,261678,desktop,45682,14,11.0,2016-09-22,2,3,2,4
64343,64343,64343,261678,desktop,46883,14,13.0,2016-09-25,3,1,3,4
64344,64344,64344,261678,desktop,60143,14,16.0,2016-09-26,1,1,1,4
64345,64345,64345,261678,mobile,1910,14,17.0,2016-09-27,1,2,1,4
64346,64346,64346,261678,desktop,9278,14,18.0,2016-09-29,2,4,2,4
64347,64347,64347,261678,desktop,8766,14,20.0,2016-10-03,4,1,4,4
64348,64348,64348,261678,desktop,51999,14,24.0,2016-10-04,1,1,1,4
64349,64349,64349,261678,desktop,60143,14,25.0,2016-10-05,1,1,1,4
64350,64350,64350,261678,desktop,0,14,26.0,2016-10-06,9999,9999,1,4
