,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
79309,79309,79309,322806,desktop,32413,16,0.0,2016-07-30,1,1,1,4
79310,79310,79310,322806,desktop,37205,16,1.0,2016-07-31,1,1,1,4
79311,79311,79311,322806,desktop,31199,16,2.0,2016-08-01,1,1,1,4
79312,79312,79312,322806,desktop,59713,16,3.0,2016-08-02,2,2,1,4
79313,79313,79313,322806,desktop,45691,16,5.0,2016-08-04,1,1,1,4
79314,79314,79314,322806,desktop,49802,16,6.0,2016-08-05,1,1,1,4
79315,79315,79315,322806,desktop,5067,16,7.0,2016-08-06,1,2,1,4
79316,79316,79316,322806,desktop,23243,16,8.0,2016-08-08,29,28,2,4
79317,79317,79317,322806,desktop,57975,16,37.0,2016-09-05,1,1,1,4
79318,79318,79318,322806,desktop,37747,16,38.0,2016-09-06,1,1,1,4
79319,79319,79319,322806,desktop,46411,16,39.0,2016-09-07,1,1,1,4
79320,79320,79320,322806,desktop,41932,16,40.0,2016-09-08,1,1,1,4
79321,79321,79321,322806,desktop,52933,16,41.0,2016-09-09,1,1,1,4
79322,79322,79322,322806,desktop,64155,16,42.0,2016-09-10,1,1,1,4
79323,79323,79323,322806,desktop,4268,16,43.0,2016-09-11,1,1,1,4
79324,79324,79324,322806,desktop,8935,16,44.0,2016-09-12,9999,9999,1,4
