,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
81318,81318,81318,331482,desktop,4644,11,0.0,2016-06-04,1,1,1,4
81319,81319,81319,331482,desktop,43329,11,1.0,2016-06-05,1,1,1,4
81320,81320,81320,331482,desktop,18673,11,2.0,2016-06-06,1,1,1,4
81321,81321,81321,331482,desktop,19876,11,3.0,2016-06-07,1,1,1,4
81322,81322,81322,331482,desktop,23921,11,4.0,2016-06-08,1,1,1,4
81323,81323,81323,331482,desktop,18063,11,5.0,2016-06-09,1,1,1,4
81324,81324,81324,331482,desktop,11233,11,6.0,2016-06-10,1,2,1,4
81325,81325,81325,331482,desktop,65322,11,7.0,2016-06-12,2,1,2,4
81326,81326,81326,331482,desktop,49722,11,9.0,2016-06-13,1,2,1,4
81327,81327,81327,331482,desktop,22175,11,10.0,2016-06-15,2,1,2,4
81328,81328,81328,331482,desktop,13931,11,12.0,2016-06-16,9999,9999,1,4
