,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
4253,4253,4253,16666,desktop,5860,13,0.0,2016-02-04,1,3,1,4
4254,4254,4254,16666,desktop,31057,13,1.0,2016-02-07,6,5,3,4
4255,4255,4255,16666,desktop,11783,13,7.0,2016-02-12,2,3,2,4
4256,4256,4256,16666,desktop,10485,13,9.0,2016-02-15,3,1,3,4
4257,4257,4257,16666,desktop,51647,13,12.0,2016-02-16,1,1,1,4
4258,4258,4258,16666,desktop,65004,13,13.0,2016-02-17,1,2,1,4
4259,4259,4259,16666,desktop,0,13,14.0,2016-02-19,4,4,2,4
4260,4260,4260,16666,desktop,43969,13,18.0,2016-02-23,2,2,2,4
4261,4261,4261,16666,desktop,34342,13,20.0,2016-02-25,2,1,2,4
4262,4262,4262,16666,mobile,34342,13,22.0,2016-02-26,1,2,1,4
4263,4263,4263,16666,desktop,57523,13,23.0,2016-02-28,2,1,2,4
4264,4264,4264,16666,desktop,56184,13,25.0,2016-02-29,1,1,1,4
4265,4265,4265,16666,desktop,54085,13,26.0,2016-03-01,9999,9999,1,4
