,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
78176,78176,78176,318046,mobile,51790,11,0.0,2016-07-31,1,1,1,4
78177,78177,78177,318046,mobile,62344,11,1.0,2016-08-01,1,1,1,4
78178,78178,78178,318046,mobile,43641,11,2.0,2016-08-02,1,1,1,4
78179,78179,78179,318046,mobile,54389,11,3.0,2016-08-03,2,2,1,4
78180,78180,78180,318046,mobile,29319,11,5.0,2016-08-05,1,1,1,4
78181,78181,78181,318046,mobile,61942,11,6.0,2016-08-06,1,1,1,4
78182,78182,78182,318046,mobile,25997,11,7.0,2016-08-07,1,1,1,4
78183,78183,78183,318046,mobile,47103,11,8.0,2016-08-08,1,1,1,4
78184,78184,78184,318046,mobile,63103,11,9.0,2016-08-09,1,1,1,4
78185,78185,78185,318046,mobile,42682,11,10.0,2016-08-10,1,2,1,4
78186,78186,78186,318046,mobile,13931,11,11.0,2016-08-12,9999,9999,2,4
