,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
38501,38501,38501,155121,mobile,51790,12,0.0,2016-08-05,1,1,1,4
38502,38502,38502,155121,mobile,5325,12,1.0,2016-08-06,1,1,1,4
38503,38503,38503,155121,mobile,31765,12,2.0,2016-08-07,1,2,1,4
38504,38504,38504,155121,mobile,29319,12,3.0,2016-08-09,2,1,2,4
38505,38505,38505,155121,mobile,40794,12,5.0,2016-08-10,1,1,1,4
38506,38506,38506,155121,mobile,21987,12,6.0,2016-08-11,1,1,1,4
38507,38507,38507,155121,mobile,65322,12,7.0,2016-08-12,1,1,1,4
38508,38508,38508,155121,mobile,11233,12,8.0,2016-08-13,1,2,1,4
38509,38509,38509,155121,mobile,23921,12,9.0,2016-08-15,2,1,2,4
38510,38510,38510,155121,mobile,18673,12,11.0,2016-08-16,1,1,1,4
38511,38511,38511,155121,mobile,4644,12,12.0,2016-08-17,1,1,1,4
38512,38512,38512,155121,mobile,0,12,13.0,2016-08-18,9999,9999,1,4
