,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
53621,53621,53621,216823,desktop,2416,11,0.0,2016-06-07,1,1,1,4
53622,53622,53622,216823,desktop,2416,11,1.0,2016-06-08,1,1,1,4
53623,53623,53623,216823,desktop,2416,11,2.0,2016-06-09,1,1,1,4
53624,53624,53624,216823,desktop,18735,11,3.0,2016-06-10,1,1,1,4
53625,53625,53625,216823,desktop,7246,11,4.0,2016-06-11,1,1,1,4
53626,53626,53626,216823,desktop,7246,11,5.0,2016-06-12,1,1,1,4
53627,53627,53627,216823,desktop,7246,11,6.0,2016-06-13,1,1,1,4
53628,53628,53628,216823,desktop,7246,11,7.0,2016-06-14,1,1,1,4
53629,53629,53629,216823,desktop,7246,11,8.0,2016-06-15,1,1,1,4
53630,53630,53630,216823,desktop,1924,11,9.0,2016-06-16,1,1,1,4
53631,53631,53631,216823,desktop,1924,11,10.0,2016-06-17,9999,9999,1,4
