,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
92546,92546,92546,376120,mobile,51259,10,0.0,2016-08-26,1,2,1,3
92547,92547,92547,376120,mobile,33022,10,1.0,2016-08-28,2,1,2,3
92548,92548,92548,376120,mobile,7095,10,3.0,2016-08-29,1,1,1,3
92549,92549,92549,376120,mobile,2073,10,4.0,2016-08-30,1,2,1,3
92550,92550,92550,376120,desktop,48905,10,5.0,2016-09-01,2,2,2,3
92551,92551,92551,376120,desktop,58688,10,7.0,2016-09-03,2,1,2,3
92552,92552,92552,376120,mobile,52815,10,9.0,2016-09-04,1,2,1,3
92553,92553,92553,376120,mobile,52815,10,10.0,2016-09-06,2,3,2,3
92554,92554,92554,376120,mobile,52815,10,12.0,2016-09-09,3,1,3,3
92555,92555,92555,376120,mobile,51259,10,15.0,2016-09-10,9999,9999,1,3
