,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
16746,16746,16746,66367,desktop,46931,16,0.0,2016-04-04,1,1,1,4
16747,16747,16747,66367,desktop,67334,16,1.0,2016-04-05,1,1,1,4
16748,16748,16748,66367,desktop,14342,16,2.0,2016-04-06,1,1,1,4
16749,16749,16749,66367,desktop,45188,16,3.0,2016-04-07,1,1,1,4
16750,16750,16750,66367,desktop,60274,16,4.0,2016-04-08,33,33,1,4
16751,16751,16751,66367,desktop,17346,16,37.0,2016-05-11,1,1,1,4
16752,16752,16752,66367,desktop,4140,16,38.0,2016-05-12,1,1,1,4
16753,16753,16753,66367,desktop,11228,16,39.0,2016-05-13,1,1,1,4
16754,16754,16754,66367,desktop,24046,16,40.0,2016-05-14,1,1,1,4
16755,16755,16755,66367,desktop,66969,16,41.0,2016-05-15,1,1,1,4
16756,16756,16756,66367,desktop,50428,16,42.0,2016-05-16,1,2,1,4
16757,16757,16757,66367,desktop,1046,16,43.0,2016-05-18,2,1,2,4
16758,16758,16758,66367,desktop,11409,16,45.0,2016-05-19,1,1,1,4
16759,16759,16759,66367,desktop,7549,16,46.0,2016-05-20,1,1,1,4
16760,16760,16760,66367,desktop,66007,16,47.0,2016-05-21,1,1,1,4
16761,16761,16761,66367,desktop,34194,16,48.0,2016-05-22,9999,9999,1,4
