,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
87432,87432,87432,356590,desktop,1046,11,0.0,2016-07-14,1,1,1,4
87433,87433,87433,356590,mobile,12715,11,1.0,2016-07-15,1,1,1,4
87434,87434,87434,356590,mobile,52145,11,2.0,2016-07-16,1,3,1,4
87435,87435,87435,356590,desktop,47599,11,3.0,2016-07-19,3,1,3,4
87436,87436,87436,356590,mobile,4608,11,6.0,2016-07-20,1,1,1,4
87437,87437,87437,356590,mobile,26763,11,7.0,2016-07-21,1,1,1,4
87438,87438,87438,356590,mobile,24707,11,8.0,2016-07-22,1,2,1,4
87439,87439,87439,356590,mobile,39147,11,9.0,2016-07-24,2,1,2,4
87440,87440,87440,356590,mobile,21338,11,11.0,2016-07-25,1,5,1,4
87441,87441,87441,356590,desktop,67169,11,12.0,2016-07-30,5,2,5,4
87442,87442,87442,356590,desktop,0,11,17.0,2016-08-01,9999,9999,2,4
