,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
37069,37069,37069,149541,mobile,26343,12,0.0,2016-05-24,1,1,1,4
37070,37070,37070,149541,mobile,20604,12,1.0,2016-05-25,1,1,1,4
37071,37071,37071,149541,mobile,63652,12,2.0,2016-05-26,1,1,1,4
37072,37072,37072,149541,mobile,44320,12,3.0,2016-05-27,189,190,1,4
37073,37073,37073,149541,mobile,26266,12,192.0,2016-12-03,2,2,2,4
37074,37074,37074,149541,mobile,46633,12,194.0,2016-12-05,2,3,2,4
37075,37075,37075,149541,mobile,44374,12,196.0,2016-12-08,3,2,3,4
37076,37076,37076,149541,mobile,28246,12,199.0,2016-12-10,2,3,2,4
37077,37077,37077,149541,mobile,29314,12,201.0,2016-12-13,3,2,3,4
37078,37078,37078,149541,mobile,17610,12,204.0,2016-12-15,2,3,2,4
37079,37079,37079,149541,mobile,5232,12,206.0,2016-12-18,3,3,3,4
37080,37080,37080,149541,mobile,0,12,209.0,2016-12-21,9999,9999,3,4
