,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
65331,65331,65331,265727,mobile,28733,11,0.0,2016-01-25,1,1,1,4
65332,65332,65332,265727,tablet,28733,11,1.0,2016-01-26,1,1,1,4
65333,65333,65333,265727,tablet,10485,11,2.0,2016-01-27,1,1,1,4
65334,65334,65334,265727,tablet,35185,11,3.0,2016-01-28,1,1,1,4
65335,65335,65335,265727,mobile,3814,11,4.0,2016-01-29,51,53,1,4
65336,65336,65336,265727,tablet,5565,11,55.0,2016-03-22,3,4,3,4
65337,65337,65337,265727,tablet,5565,11,58.0,2016-03-26,4,2,4,4
65338,65338,65338,265727,mobile,5565,11,62.0,2016-03-28,2,2,2,4
65339,65339,65339,265727,mobile,42356,11,64.0,2016-03-30,2,2,2,4
65340,65340,65340,265727,tablet,62611,11,66.0,2016-04-01,2,3,2,4
65341,65341,65341,265727,tablet,0,11,68.0,2016-04-04,9999,9999,3,4
