,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
56896,56896,56896,230539,desktop,66470,13,0.0,2016-09-20,2,3,2,4
56897,56897,56897,230539,desktop,61320,13,2.0,2016-09-23,3,2,3,4
56898,56898,56898,230539,desktop,9161,13,5.0,2016-09-25,2,4,2,4
56899,56899,56899,230539,desktop,55763,13,7.0,2016-09-29,4,1,4,4
56900,56900,56900,230539,desktop,51291,13,11.0,2016-09-30,1,1,1,4
56901,56901,56901,230539,desktop,20514,13,12.0,2016-10-01,1,4,1,4
56902,56902,56902,230539,desktop,2409,13,13.0,2016-10-05,4,3,4,4
56903,56903,56903,230539,desktop,66648,13,17.0,2016-10-08,3,1,3,4
56904,56904,56904,230539,desktop,47389,13,20.0,2016-10-09,1,2,1,4
56905,56905,56905,230539,desktop,30520,13,21.0,2016-10-11,2,1,2,4
56906,56906,56906,230539,desktop,18417,13,23.0,2016-10-12,1,6,1,4
56907,56907,56907,230539,desktop,51291,13,24.0,2016-10-18,6,2,6,4
56908,56908,56908,230539,desktop,0,13,30.0,2016-10-20,9999,9999,2,4
