,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
41120,41120,41120,164251,desktop,48483,15,0.0,2016-07-09,2,2,2,4
41121,41121,41121,164251,desktop,21996,15,2.0,2016-07-11,2,1,2,4
41122,41122,41122,164251,desktop,32859,15,4.0,2016-07-12,1,1,1,4
41123,41123,41123,164251,desktop,45378,15,5.0,2016-07-13,1,1,1,4
41124,41124,41124,164251,desktop,23921,15,6.0,2016-07-14,1,2,1,4
41125,41125,41125,164251,desktop,38023,15,7.0,2016-07-16,2,2,2,4
41126,41126,41126,164251,tablet,65322,15,9.0,2016-07-18,2,2,2,4
41127,41127,41127,164251,desktop,18063,15,11.0,2016-07-20,2,1,2,4
41128,41128,41128,164251,desktop,53042,15,13.0,2016-07-21,1,1,1,4
41129,41129,41129,164251,desktop,5927,15,14.0,2016-07-22,1,1,1,4
41130,41130,41130,164251,desktop,23921,15,15.0,2016-07-23,1,1,1,4
41131,41131,41131,164251,desktop,42293,15,16.0,2016-07-24,1,1,1,4
41132,41132,41132,164251,desktop,35010,15,17.0,2016-07-25,1,2,1,4
41133,41133,41133,164251,desktop,29319,15,18.0,2016-07-27,2,1,2,4
41134,41134,41134,164251,desktop,0,15,20.0,2016-07-28,9999,9999,1,4
