,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
32762,32762,32762,132439,desktop,18771,22,0.0,2016-04-08,1,2,1,4
32763,32763,32763,132439,desktop,19740,22,1.0,2016-04-10,2,3,2,4
32764,32764,32764,132439,desktop,39183,22,3.0,2016-04-13,3,2,3,4
32765,32765,32765,132439,desktop,36063,22,6.0,2016-04-15,90,90,2,4
32766,32766,32766,132439,desktop,51931,22,96.0,2016-07-14,2,3,2,4
32767,32767,32767,132439,desktop,25286,22,98.0,2016-07-17,3,2,3,4
32768,32768,32768,132439,desktop,55938,22,101.0,2016-07-19,2,2,2,4
32769,32769,32769,132439,desktop,62593,22,103.0,2016-07-21,2,1,2,4
32770,32770,32770,132439,desktop,31531,22,105.0,2016-07-22,1,2,1,4
32771,32771,32771,132439,desktop,42111,22,106.0,2016-07-24,2,1,2,4
32772,32772,32772,132439,desktop,50381,22,108.0,2016-07-25,1,1,1,4
32773,32773,32773,132439,desktop,31531,22,109.0,2016-07-26,1,3,1,4
32774,32774,32774,132439,desktop,49475,22,110.0,2016-07-29,3,1,3,4
32775,32775,32775,132439,desktop,44057,22,113.0,2016-07-30,1,4,1,4
32776,32776,32776,132439,desktop,39351,22,114.0,2016-08-03,4,3,4,4
32777,32777,32777,132439,desktop,21463,22,118.0,2016-08-06,3,1,3,4
32778,32778,32778,132439,desktop,39351,22,121.0,2016-08-07,1,1,1,4
32779,32779,32779,132439,desktop,44057,22,122.0,2016-08-08,1,1,1,4
32780,32780,32780,132439,desktop,31531,22,123.0,2016-08-09,1,1,1,4
32781,32781,32781,132439,desktop,56778,22,124.0,2016-08-10,1,5,1,4
32782,32782,32782,132439,desktop,26290,22,125.0,2016-08-15,5,2,5,4
32783,32783,32783,132439,desktop,56778,22,130.0,2016-08-17,9999,9999,2,4
