,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
71165,71165,71165,289205,mobile,53373,10,0.0,2016-10-03,1,1,1,3
71166,71166,71166,289205,desktop,57155,10,1.0,2016-10-04,1,2,1,3
71167,71167,71167,289205,desktop,60002,10,2.0,2016-10-06,2,1,2,3
71168,71168,71168,289205,mobile,30628,10,4.0,2016-10-07,1,1,1,3
71169,71169,71169,289205,mobile,1034,10,5.0,2016-10-08,1,1,1,3
71170,71170,71170,289205,mobile,10992,10,6.0,2016-10-09,1,2,1,3
71171,71171,71171,289205,mobile,58178,10,7.0,2016-10-11,2,1,2,3
71172,71172,71172,289205,desktop,48418,10,9.0,2016-10-12,1,2,1,3
71173,71173,71173,289205,desktop,56820,10,10.0,2016-10-14,2,1,2,3
71174,71174,71174,289205,desktop,23940,10,12.0,2016-10-15,9999,9999,1,3
