,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
95227,95227,95227,387201,desktop,48483,10,0.0,2016-05-02,2,1,2,3
95228,95228,95228,387201,desktop,8359,10,2.0,2016-05-03,1,1,1,3
95229,95229,95229,387201,desktop,62344,10,3.0,2016-05-04,1,1,1,3
95230,95230,95230,387201,desktop,23921,10,4.0,2016-05-05,1,1,1,3
95231,95231,95231,387201,mobile,23921,10,5.0,2016-05-06,3,3,1,3
95232,95232,95232,387201,mobile,41009,10,8.0,2016-05-09,1,2,1,3
95233,95233,95233,387201,mobile,29319,10,9.0,2016-05-11,2,1,2,3
95234,95234,95234,387201,mobile,29319,10,11.0,2016-05-12,1,1,1,3
95235,95235,95235,387201,mobile,55,10,12.0,2016-05-13,1,1,1,3
95236,95236,95236,387201,mobile,65887,10,13.0,2016-05-14,9999,9999,1,3
