,id,time,event,option1,sector,label,nr_jobs
3726,2420,29.0,Microsoft,Sr Dev,saas,search,12
3727,2420,32.2548,Microsoft,Sr Dev Lead Visual Studio for Devices,saas,search,12
3728,2420,36.8384,Microsoft,Principal Dev Manage Dev Division China,saas,search,12
3729,2420,38.2575,Microsoft,Principal Group Manage Parallel compute Platform,saas,search,12
3730,2420,39.5096,Microsoft,Principal Group Manage Parallel compute Platform,saas,search,12
3731,2420,40.9233,Microsoft,Principal Architect Tech compute,saas,search,12
3732,2420,41.4274,Microsoft,Principal Dev Manage Tech compute,saas,search,12
3733,2420,42.4274,Yahoo,Sr Director Eng Hadoop Cloud Service Mobile,search,search,12
3734,2420,43.8438,Yahoo,Distinguished Architect Sr Director Eng,search,search,12
3735,2420,45.3452,Yahoo,Distinguished Architect Sr Director Eng for Platforms Chief Architect Yahoo,search,search,12
3736,2420,45.8438,Yahoo,Yahoo Beijing fice's Most Sr Lead,search,search,12
3737,2420,46.263000000000005,Yahoo,Distinguished Architect Sr Director Eng on Monitor Notification Performance,search,search,12
