,time,event
0,0.10559165601061907,2.0
1,0.24625302043111444,0.0
2,0.3361263855759289,2.0
3,0.3628926918339784,0.0
4,0.8451404714900305,3.0
5,0.9631751076442497,4.0
6,1.1384281379772174,2.0
7,1.2055499311101312,0.0
8,1.4767883143984717,1.0
9,1.8614572144323536,0.0
10,1.9225714187050236,1.0
11,2.3435015033532394,0.0
12,2.926170239174268,0.0
13,3.1939516862308843,1.0
14,3.2283755845342617,4.0
15,3.3406819572593696,2.0
16,3.4380444137402826,4.0
17,3.4932663877236134,0.0
18,3.7810195444106722,0.0
19,4.256747666782422,3.0
20,4.77897104581726,3.0
21,5.076487590398336,4.0
22,5.671294039294652,4.0
23,6.053956320896227,4.0
24,6.161806134015372,0.0
25,6.399985528082784,3.0
26,6.479681314994792,3.0
27,6.563054312184623,2.0
28,6.580579032375916,2.0
29,6.771039681348759,4.0
30,6.793253931701507,3.0
31,6.926549413029574,0.0
32,6.970759107960646,4.0
33,7.350211950818464,4.0
34,7.422070444658638,3.0
35,7.500230628362478,0.0
36,8.830570776834211,2.0
37,9.49472783462726,2.0
38,9.833036655457382,4.0
39,10.007672990307615,4.0
40,10.676041728969201,4.0
41,11.149521983417808,0.0
42,11.211113880440854,1.0
43,11.43550171185747,1.0
44,12.052617824598626,3.0
45,12.303782194778858,0.0
46,12.410364660943314,0.0
47,12.728259772448762,2.0
48,12.94934010811613,3.0
49,12.958964381439298,3.0
50,13.530112466790776,0.0
51,14.125467094351784,0.0
52,14.226662713935283,4.0
53,14.67649379388918,2.0
54,14.687121573541026,0.0
55,14.918495621682487,3.0
56,15.304147396872724,0.0
57,15.571346985877689,0.0
58,15.77298228017097,0.0
59,15.976643446672991,2.0
60,16.24104468434395,2.0
61,16.430488296675993,2.0
62,16.752724683417735,4.0
63,16.953855467151104,0.0
64,17.395251934563728,4.0
65,17.44060124077837,2.0
66,18.01320043289423,2.0
67,18.269584540631953,0.0
68,19.52869403694805,2.0
