,Unnamed: 0,time,event
0,0,0.0,3.0
1,1,0.0,1.0
2,2,1.1574074074074074e-14,1.0
3,3,2.3148148148148147e-14,0.0
4,4,2.3148148148148147e-14,2.0
5,5,4.6296296296296295e-14,2.0
6,6,4.6296296296296295e-14,1.0
7,7,4.6296296296296295e-14,1.0
8,8,4.6296296296296295e-14,1.0
9,9,6.944444444444445e-14,3.0
10,10,6.944444444444445e-14,1.0
11,11,2.3148148148148146e-13,0.0
12,12,2.3148148148148146e-13,2.0
13,13,2.3148148148148146e-13,0.0
14,14,2.3148148148148146e-13,2.0
15,15,2.3148148148148146e-13,1.0
16,16,2.4305555555555556e-13,2.0
17,17,2.4305555555555556e-13,2.0
18,18,2.4305555555555556e-13,2.0
19,19,2.4305555555555556e-13,1.0
20,20,2.5462962962962965e-13,1.0
21,21,2.5462962962962965e-13,4.0
22,22,2.8935185185185184e-13,0.0
23,23,2.8935185185185184e-13,2.0
24,24,2.8935185185185184e-13,1.0
25,25,3.0092592592592594e-13,2.0
26,26,3.0092592592592594e-13,1.0
27,27,3.0092592592592594e-13,1.0
28,28,3.0092592592592594e-13,1.0
29,29,3.125e-13,2.0
30,30,3.125e-13,0.0
31,31,3.125e-13,2.0
32,32,3.240740740740741e-13,1.0
33,33,3.240740740740741e-13,0.0
34,34,3.240740740740741e-13,2.0
35,35,3.3564814814814817e-13,1.0
36,36,3.587962962962963e-13,4.0
37,37,3.7037037037037036e-13,0.0
38,38,3.8194444444444445e-13,0.0
39,39,4.050925925925926e-13,4.0
40,40,4.050925925925926e-13,0.0
41,41,4.050925925925926e-13,2.0
42,42,4.1666666666666664e-13,1.0
43,43,5.092592592592593e-13,4.0
44,44,5.092592592592593e-13,3.0
45,45,5.092592592592593e-13,1.0
46,46,5.092592592592593e-13,1.0
47,47,6.134259259259259e-13,4.0
48,48,6.134259259259259e-13,3.0
49,49,6.134259259259259e-13,1.0
