,Unnamed: 0,time,event
0,0,0.0,0.0
1,1,2.3148148148148147e-14,2.0
2,2,1.6203703703703704e-13,4.0
3,3,1.9675925925925925e-13,4.0
4,4,1.9675925925925925e-13,3.0
5,5,1.9675925925925925e-13,3.0
6,6,2.0833333333333332e-13,1.0
7,7,2.0833333333333332e-13,1.0
8,8,2.4305555555555556e-13,4.0
9,9,2.5462962962962965e-13,3.0
10,10,2.5462962962962965e-13,1.0
11,11,2.8935185185185184e-13,4.0
12,12,2.8935185185185184e-13,3.0
13,13,2.8935185185185184e-13,4.0
14,14,3.0092592592592594e-13,3.0
15,15,3.0092592592592594e-13,3.0
16,16,3.0092592592592594e-13,1.0
17,17,3.0092592592592594e-13,1.0
18,18,3.125e-13,1.0
19,19,4.1666666666666664e-13,0.0
20,20,4.3981481481481483e-13,0.0
21,21,4.976851851851852e-13,4.0
22,22,4.976851851851852e-13,0.0
23,23,4.976851851851852e-13,2.0
24,24,4.976851851851852e-13,2.0
25,25,5.092592592592593e-13,1.0
26,26,5.092592592592593e-13,2.0
27,27,5.092592592592593e-13,1.0
28,28,5.092592592592593e-13,0.0
29,29,5.092592592592593e-13,1.0
30,30,5.092592592592593e-13,1.0
31,31,5.208333333333334e-13,2.0
32,32,5.208333333333334e-13,0.0
33,33,5.208333333333334e-13,2.0
34,34,5.208333333333334e-13,2.0
35,35,5.208333333333334e-13,2.0
36,36,5.208333333333334e-13,1.0
37,37,5.208333333333334e-13,0.0
38,38,5.208333333333334e-13,1.0
39,39,5.208333333333334e-13,1.0
40,40,5.208333333333334e-13,4.0
41,41,5.324074074074074e-13,2.0
42,42,5.324074074074074e-13,1.0
43,43,5.324074074074074e-13,1.0
44,44,5.324074074074074e-13,1.0
45,45,5.555555555555556e-13,2.0
46,46,6.481481481481482e-13,0.0
47,47,6.597222222222222e-13,4.0
48,48,6.597222222222222e-13,3.0
49,49,6.712962962962963e-13,3.0
