id,time,event,option1
56764911,2012/01/01 19:57:37,others
56764911,2012/01/01 20:24:01,others
56764911,2012/01/01 20:50:45,others
56764911,2012/01/02 13:43:24,others
56764911,2012/01/03 09:25:18,movie
56764911,2012/01/03 09:30:07,others
56764911,2012/01/03 09:40:41,others
56764911,2012/01/03 10:07:16,others
56764911,2012/01/03 17:01:08,others
56764911,2012/01/03 17:25:33,others
56764911,2012/01/03 17:52:50,others
56764911,2012/01/03 18:16:31,others
56764911,2012/01/05 09:10:49,entertainment
56764911,2012/01/07 09:35:08,others
56764911,2012/01/07 19:45:06,drama
56764911,2012/01/08 07:49:52,others
56764911,2012/01/08 08:13:21,others
56764911,2012/01/08 08:36:45,others
56764911,2012/01/09 19:09:41,entertainment
56764911,2012/01/13 19:44:46,drama
56764911,2012/01/13 20:10:11,drama
56764911,2012/01/13 20:35:56,drama
56764911,2012/01/14 08:56:25,drama
56764911,2012/01/14 20:18:11,drama
56764911,2012/01/15 09:40:57,drama
56764911,2012/01/15 22:00:34,others
56764911,2012/01/16 12:50:35,kids
56764911,2012/01/16 18:27:23,others
56764911,2012/01/16 18:52:56,others
56764911,2012/01/16 19:17:47,others
56764911,2012/01/16 19:42:17,others
56764911,2012/01/16 20:05:34,others
56764911,2012/01/16 20:29:31,others
56764911,2012/01/16 21:03:02,entertainment
56764911,2012/01/17 12:27:14,others
56764911,2012/01/17 16:27:33,others
56764911,2012/01/17 16:53:52,others
56764911,2012/01/17 19:15:11,entertainment
56764911,2012/01/18 08:10:17,others
56764911,2012/01/18 12:53:23,others
56764911,2012/01/18 15:52:02,drama
56764911,2012/01/18 16:18:13,drama
56764911,2012/01/18 16:44:34,drama
56764911,2012/01/18 18:45:40,movie
56764911,2012/01/19 12:01:27,drama
56764911,2012/01/19 12:26:39,entertainment
56764911,2012/01/19 15:38:40,entertainment
56764911,2012/01/19 15:42:20,entertainment
56764911,2012/01/19 15:44:37,entertainment
56764911,2012/01/19 15:49:43,others
56764911,2012/01/19 17:27:57,kids
56764911,2012/01/19 19:20:17,drama
56764911,2012/01/20 09:41:43,news
56764911,2012/01/20 09:43:18,news
56764911,2012/01/20 09:44:51,news
56764911,2012/01/20 09:49:16,news
56764911,2012/01/20 09:52:05,news
56764911,2012/01/20 09:55:26,news
56764911,2012/01/20 09:57:33,entertainment
56764911,2012/01/20 09:58:39,entertainment
56764911,2012/01/20 10:04:32,entertainment
56764911,2012/01/20 10:08:03,entertainment
56764911,2012/01/20 10:23:27,entertainment
56764911,2012/01/20 20:03:52,entertainment
56764911,2012/01/20 20:06:33,news
56764911,2012/01/20 20:08:36,news
56764911,2012/01/20 20:12:00,news
56764911,2012/01/20 20:12:47,entertainment
56764911,2012/01/21 19:09:11,others
56764911,2012/01/21 19:12:54,others
56764911,2012/01/21 19:18:09,movie
56764911,2012/01/21 19:31:39,drama
56764911,2012/01/21 19:56:58,drama
56764911,2012/01/21 20:23:52,news
56764911,2012/01/21 20:25:24,news
56764911,2012/01/21 20:27:08,news
56764911,2012/01/21 20:28:05,news
56764911,2012/01/21 20:30:33,news
56764911,2012/01/21 20:31:24,news
56764911,2012/01/21 20:33:03,news
56764911,2012/01/21 20:34:49,news
56764911,2012/01/21 20:36:31,news
56764911,2012/01/21 20:38:25,news
56764911,2012/01/21 20:39:54,movie
56764911,2012/01/21 20:41:59,news
56764911,2012/01/23 18:01:58,others
56764911,2012/01/23 18:26:38,others
56764911,2012/01/23 18:52:28,kids
56764911,2012/01/23 18:57:29,kids
56764911,2012/01/23 19:02:29,kids
56764911,2012/01/23 19:07:29,kids
56764911,2012/01/23 19:12:29,kids
56764911,2012/01/23 19:17:30,science
56764911,2012/01/23 19:22:30,kids
56764911,2012/01/23 19:29:25,drama
56764911,2012/01/23 19:48:58,drama
56764911,2012/01/23 20:08:18,drama
56764911,2012/01/23 20:27:40,drama
56764911,2012/01/23 20:46:58,drama
56764911,2012/01/24 10:04:51,entertainment
56764911,2012/01/24 22:36:59,entertainment
56764911,2012/01/24 22:38:30,entertainment
56764911,2012/01/24 22:42:23,entertainment
56764911,2012/01/24 22:46:53,entertainment
56764911,2012/01/24 22:50:09,entertainment
56764911,2012/01/24 22:53:23,entertainment
56764911,2012/01/24 22:57:38,entertainment
56764911,2012/01/24 23:00:33,entertainment
56764911,2012/01/24 23:05:07,entertainment
56764911,2012/01/24 23:08:54,entertainment
56764911,2012/01/24 23:11:56,entertainment
56764911,2012/01/24 23:17:13,entertainment
56764911,2012/01/24 23:21:35,entertainment
56764911,2012/01/24 23:24:25,entertainment
56764911,2012/01/24 23:28:54,entertainment
56764911,2012/01/24 23:32:11,entertainment
56764911,2012/01/24 23:41:11,entertainment
56764911,2012/01/24 23:45:51,others
56764911,2012/01/25 00:08:42,others
56764911,2012/01/25 14:31:39,drama
56764911,2012/01/25 14:41:34,drama
56764911,2012/01/25 21:55:15,entertainment
56764911,2012/01/25 21:56:53,entertainment
56764911,2012/01/25 21:59:25,entertainment
56764911,2012/01/25 22:03:46,entertainment
56764911,2012/01/25 22:19:02,entertainment
56764911,2012/01/25 22:37:08,entertainment
56764911,2012/01/25 22:48:02,entertainment
56764911,2012/01/25 22:59:49,others
56764911,2012/01/27 13:18:07,entertainment
56764911,2012/01/27 20:58:18,others
56764911,2012/01/27 21:23:15,others
56764911,2012/01/28 14:29:20,others
56764911,2012/01/28 14:35:04,science
56764911,2012/01/28 17:27:16,science
56764911,2012/01/28 17:37:14,science
56764911,2012/01/28 17:47:06,science
56764911,2012/01/28 17:57:12,science
56764911,2012/01/28 18:08:12,science
56764911,2012/01/28 18:21:06,entertainment
56764911,2012/01/28 19:19:49,science
56764911,2012/01/28 19:29:42,science
56764911,2012/01/28 19:39:49,science
56764911,2012/01/28 19:49:42,science
56764911,2012/01/28 19:59:46,science
56764911,2012/01/28 20:09:47,science
56764911,2012/01/28 20:19:56,science
56764911,2012/01/29 17:57:41,entertainment
56764911,2012/01/29 20:43:08,entertainment
56764911,2012/01/29 20:44:55,entertainment
56764911,2012/01/29 20:47:54,drama
56764911,2012/01/29 20:50:07,others
56764911,2012/01/29 20:50:53,others
56764911,2012/01/29 21:07:17,entertainment
56764911,2012/01/29 21:09:04,entertainment
56764911,2012/01/29 21:21:41,entertainment
56764911,2012/01/29 21:22:56,entertainment
56764911,2012/01/29 21:23:55,entertainment
56764911,2012/01/29 21:26:19,entertainment
56764911,2012/01/29 21:43:01,entertainment
56764911,2012/01/29 21:46:39,entertainment
56764911,2012/01/29 21:59:01,entertainment
56764911,2012/01/29 22:01:49,entertainment
56764911,2012/01/29 22:04:13,entertainment
56764911,2012/01/29 22:07:03,entertainment
56764911,2012/01/31 10:12:37,entertainment
56764911,2012/01/31 10:13:32,entertainment
56764911,2012/01/31 10:29:40,entertainment
56764911,2012/01/31 19:51:58,others
56764911,2012/01/31 20:08:59,entertainment
56764911,2012/01/31 22:12:12,entertainment
56764911,2012/01/31 22:17:03,news
56764911,2012/01/31 22:19:31,daily life
56764911,2012/02/01 11:10:37,science
56764911,2012/02/01 11:21:20,science
56764911,2012/02/01 11:32:31,science
56764911,2012/02/01 11:47:49,others
56764911,2012/02/01 12:13:58,others
56764911,2012/02/01 12:40:04,others
56764911,2012/02/01 13:14:51,drama
56764911,2012/02/01 13:17:47,drama
56764911,2012/02/01 20:48:59,entertainment
56764911,2012/02/01 20:49:45,entertainment
56764911,2012/02/01 20:50:56,entertainment
56764911,2012/02/01 20:54:26,entertainment
56764911,2012/02/01 20:56:10,entertainment
56764911,2012/02/01 21:02:27,entertainment
56764911,2012/02/01 21:14:53,entertainment
56764911,2012/02/01 21:17:04,entertainment
56764911,2012/02/02 11:37:26,drama
56764911,2012/02/02 17:04:36,drama
56764911,2012/02/02 17:32:09,drama
56764911,2012/02/02 18:38:35,entertainment
56764911,2012/02/03 15:40:24,daily life
56764911,2012/02/03 16:00:21,others
56764911,2012/02/03 16:11:58,others
56764911,2012/02/03 16:22:26,others
56764911,2012/02/03 16:33:50,others
56764911,2012/02/03 16:45:45,others
