,time,event
0,1,3
1,9,3
2,11,3
3,12,25
4,15,4
5,16,1
6,23,1
7,24,1
8,27,3
9,29,5
10,31,1
11,32,1
12,34,1
13,34,11
14,35,3
15,35,1
16,36,3
17,37,3
18,38,3
19,38,1
20,39,3
21,41,1
22,43,9
23,46,5
24,46,1
25,47,1
26,47,9
27,48,1
28,49,39
29,49,1
30,50,4
31,50,1
32,51,1
33,52,25
34,52,1
35,53,4
36,53,3
37,53,1
38,54,3
39,54,1
40,55,1
41,57,39
42,57,1
43,58,1
44,59,15
45,60,24
46,60,39
47,60,1
48,61,1
49,62,4
50,62,1
51,63,1
52,63,11
53,64,5
54,64,1
55,65,1
56,66,3
57,66,1
58,67,15
59,67,3
60,68,15
61,68,1
62,69,1
63,70,15
64,70,1
65,71,28
66,71,3
67,72,34
68,72,25
69,72,39
70,72,1
71,73,25
72,73,3
73,73,1
74,74,15
75,74,39
76,75,3
77,75,1
78,76,25
79,76,39
80,76,1
81,78,4
82,78,24
83,78,98
84,78,1
85,78,9
86,81,25
87,81,1
88,81,11
89,83,3
90,86,25
91,86,1
92,88,3
93,96,22
94,97,1
95,98,57
96,98,11
97,101,3
98,103,1
99,104,25
100,104,1
101,105,15
102,106,1
103,107,12
104,108,36
105,109,3
106,109,12
107,110,12
108,111,3
109,111,1
110,113,43
111,113,15
112,113,24
113,113,27
114,113,12
115,113,11
116,114,3
117,114,1
118,114,12
119,115,12
120,115,11
121,117,4
122,117,12
123,119,3
124,120,36
125,120,12
126,121,12
127,122,4
128,122,18
129,122,1
130,122,12
131,122,9
132,123,3
133,123,1
134,124,3
135,124,1
136,124,12
137,125,3
138,125,1
139,126,34
140,126,4
141,126,57
142,126,1
143,126,12
144,127,1
145,128,3
146,128,1
147,129,61
148,129,57
149,129,12
150,129,11
151,130,4
152,130,1
153,130,12
154,131,25
155,131,3
156,131,1
157,131,11
158,132,4
159,132,1
160,132,11
161,133,43
162,133,25
163,134,15
164,134,1
165,134,11
166,135,4
167,135,15
168,135,12
169,135,11
170,136,4
171,136,15
172,136,1
173,136,12
174,136,9
175,136,11
176,137,1
177,137,12
178,138,4
179,138,1
180,138,12
181,139,15
182,139,3
183,139,1
184,140,1
185,141,1
186,141,12
187,142,1
188,142,12
189,143,4
190,143,21
191,143,25
192,143,1
193,143,12
194,144,24
195,144,1
196,145,1
197,146,1
198,146,12
199,147,25
200,148,21
201,148,61
202,148,25
203,148,3
204,148,1
205,148,12
206,148,11
207,149,1
208,149,12
209,149,11
210,150,25
211,150,1
212,151,125
213,151,24
214,151,1
215,152,80
216,152,15
217,152,24
218,152,47
219,152,1
220,153,25
221,153,1
222,154,1
223,155,1
224,156,3
225,156,1
226,156,12
227,157,3
228,157,1
229,157,12
230,158,25
231,158,15
232,158,3
233,158,1
234,158,12
235,161,15
236,162,4
237,162,15
238,162,24
239,162,3
240,162,1
241,163,4
242,163,15
243,163,3
244,163,1
245,163,11
246,164,1
247,165,15
248,165,3
249,165,18
250,166,1
251,167,4
252,167,15
253,167,24
254,167,3
255,167,26
256,167,1
257,168,1
258,169,15
259,169,1
260,170,20
261,170,1
262,170,12
263,170,72
264,173,4
265,173,1
266,173,12
267,174,3
268,174,1
269,175,25
270,175,3
271,175,1
