,time,event
0,0,3
1,0,1
2,4,1
3,6,3
4,9,5
5,13,3
6,15,64
7,17,1
8,18,3
9,18,1
10,19,1
11,20,15
12,20,1
13,21,4
14,21,3
15,22,15
16,22,1
17,23,1
18,24,1
19,25,1
20,28,3
21,30,1
22,31,1
23,32,1
24,33,1
25,34,3
26,34,1
27,35,4
28,35,1
29,36,1
30,37,1
31,38,15
32,38,1
33,39,3
34,39,1
35,40,1
36,43,1
37,44,1
38,45,1
39,45,12
40,46,3
41,46,26
42,46,1
43,47,1
44,48,12
45,50,1
46,51,1
47,52,3
48,54,3
49,57,1
50,58,4
51,58,3
52,58,1
53,59,4
54,59,1
55,60,3
56,60,1
57,60,10
58,61,3
59,61,11
60,64,15
61,64,1
62,65,15
63,65,1
64,66,112
65,66,4
66,66,1
67,66,11
68,67,1
69,68,28
70,69,3
71,71,4
72,71,1
73,71,9
74,73,20
75,73,0
76,73,11
77,74,15
78,74,1
79,75,3
80,78,20
81,79,1
82,79,11
83,83,3
84,87,20
85,87,64
86,87,1
87,88,3
88,88,1
89,89,1
90,90,25
91,90,1
92,92,3
93,92,1
94,93,15
95,93,3
96,93,1
97,94,1
98,95,1
99,96,3
100,96,1
101,99,1
102,100,1
103,102,1
104,103,3
105,103,1
106,106,1
107,107,20
108,109,3
109,110,11
110,119,3
111,120,25
112,121,15
113,121,1
114,122,1
115,123,102
116,123,15
117,123,1
118,124,57
119,124,1
120,126,1
121,126,11
122,127,3
123,127,1
124,127,11
125,128,1
126,130,15
127,130,1
128,131,15
129,132,11
130,133,11
131,134,3
132,134,1
133,135,1
134,138,15
135,138,1
136,140,25
137,147,3
138,148,1
139,149,1
140,149,19
141,150,3
142,164,1
143,165,15
144,165,1
145,166,15
146,166,18
147,166,1
148,167,11
149,168,1
150,170,15
151,170,1
152,171,0
153,171,1
154,172,1
155,172,72
156,173,1
157,174,3
158,175,4
159,176,1
160,177,1
161,178,1
162,179,1
163,180,15
164,180,1
165,182,3
166,182,1
167,182,11
168,183,1
169,184,3
170,184,1
171,185,1
172,186,1
173,188,3
174,189,12
175,195,3
176,196,1
177,196,12
178,197,25
179,197,1
180,198,15
181,198,1
182,199,64
183,199,1
184,200,25
185,200,1
186,200,8
187,201,2
188,201,1
189,204,1
190,205,1
191,206,1
192,207,25
193,207,1
194,208,1
195,209,25
196,209,3
197,209,1
198,211,25
199,212,3
200,212,1
201,214,1
202,218,3
203,220,15
204,221,1
205,234,15
206,236,15
207,239,3
208,239,1
209,240,15
210,240,1
211,241,1
212,242,1
213,243,1
214,244,11
215,246,1
216,248,1
217,249,15
218,249,3
219,249,1
220,250,25
221,251,1
222,251,11
223,252,1
224,253,1
225,253,11
226,254,4
227,254,1
228,255,1
229,256,1
230,257,1
231,259,3
232,261,1
233,263,15
234,263,1
235,264,1
236,267,1
237,267,11
238,268,16
239,268,1
240,269,4
241,269,1
242,270,1
243,271,15
244,271,1
245,275,3
246,277,4
247,277,15
248,278,1
249,281,15
250,281,1
251,282,15
252,282,1
253,283,25
254,283,1
255,283,11
256,284,1
257,284,11
258,285,3
259,285,18
260,285,1
261,294,15
262,295,106
263,295,1
264,295,11
265,296,1
266,296,12
267,296,11
268,297,1
269,298,1
270,299,15
271,299,1
272,300,25
273,300,1
274,301,12
275,302,15
276,302,1
277,303,1
278,304,1
279,305,1
280,306,3
281,306,1
282,306,12
283,307,5
284,307,11
285,308,9
286,309,12
287,310,1
288,311,1
289,312,1
290,313,1
291,316,1
292,317,1
293,317,11
294,318,3
295,318,1
296,319,18
297,320,26
298,320,1
299,322,1
300,323,1
301,324,1
302,324,11
303,325,4
304,325,1
