,time,event
0,1,17
1,1,3
2,2,17
3,3,17
4,3,1
5,4,17
6,4,1
7,5,17
8,5,1
9,6,17
10,7,4
11,7,17
12,7,1
13,7,8
14,8,17
15,8,1
16,10,1
17,12,37
18,12,1
19,13,4
20,13,17
21,13,1
22,14,31
23,14,17
24,15,1
25,16,1
26,18,17
27,18,1
28,19,3
29,19,1
30,20,17
31,21,17
32,22,36
33,22,17
34,22,1
35,24,37
36,24,1
37,25,1
38,26,17
39,26,1
40,27,4
41,27,17
42,27,1
43,28,3
44,29,37
45,29,3
46,29,1
47,32,4
48,32,17
49,32,1
50,33,17
51,33,1
52,35,17
53,36,17
54,36,1
55,37,1
56,40,17
57,40,1
58,41,17
59,41,9
60,43,1
61,44,1
62,46,36
63,46,1
64,48,23
65,48,3
66,48,1
67,50,1
68,51,1
69,52,1
70,52,9
71,53,37
72,54,36
73,54,1
74,55,17
75,56,17
76,57,37
77,58,17
78,58,3
79,59,1
80,61,1
81,62,3
82,63,17
83,64,1
84,65,1
85,67,4
86,67,36
87,67,17
88,67,1
89,69,4
90,69,28
91,69,31
92,69,1
93,69,8
94,72,1
95,75,17
96,75,1
97,76,17
98,76,3
99,77,17
100,78,1
101,79,1
102,81,1
103,83,3
104,84,1
105,87,9
106,89,4
107,90,3
108,91,1
109,92,17
110,93,35
111,94,1
112,95,4
113,95,3
114,96,4
115,96,1
116,97,1
117,100,1
118,102,37
119,102,17
120,102,1
121,103,17
122,103,1
123,104,4
124,105,48
125,105,31
126,105,17
127,105,19
128,106,37
129,106,17
130,106,1
131,107,37
132,110,1
133,112,16
134,113,36
135,113,24
136,113,17
137,113,1
138,114,17
139,116,37
140,116,15
141,116,1
142,118,17
143,119,4
144,119,1
145,120,37
146,120,17
147,120,1
148,121,37
149,121,1
150,122,15
151,123,37
152,125,28
153,125,36
154,125,3
155,126,1
156,127,15
157,127,1
158,127,9
159,129,1
160,130,1
161,131,15
162,133,15
163,133,1
164,137,4
165,137,1
166,138,15
167,141,15
168,144,1
169,146,4
170,147,17
171,147,1
172,148,36
173,148,1
174,148,9
175,149,1
176,150,1
177,152,3
178,152,1
179,153,4
180,153,1
181,154,1
182,154,72
183,156,15
184,159,3
185,159,1
186,161,1
187,162,4
188,162,1
189,162,72
190,164,4
191,164,1
192,166,15
193,166,17
194,167,4
195,167,23
196,167,17
197,167,1
198,167,9
199,169,3
200,169,1
201,170,1
202,170,9
203,171,4
204,171,1
205,173,17
206,173,1
207,174,15
208,174,1
209,176,1
210,178,1
211,179,15
212,180,1
213,183,1
214,184,15
215,185,3
216,185,1
217,186,15
218,187,1
219,189,1
220,192,36
221,192,1
222,192,9
223,193,4
224,194,1
225,197,3
226,201,1
227,202,1
228,203,1
229,205,1
230,208,35
231,208,1
232,211,1
233,213,4
234,213,1
235,215,1
236,216,3
237,216,1
238,217,36
239,217,17
240,217,1
241,218,31
242,218,35
243,218,1
244,219,1
245,220,4
246,220,15
247,221,4
248,221,36
249,221,1
250,222,4
251,222,37
252,222,1
253,223,15
254,223,1
255,224,3
256,225,4
257,226,4
258,226,1
259,229,1
260,230,4
261,230,1
262,231,15
263,231,1
264,232,17
265,233,17
266,235,17
267,236,37
268,236,17
269,237,37
270,237,17
271,239,17
272,240,1
273,241,1
274,242,15
275,242,1
276,243,4
277,243,3
278,243,1
279,245,1
280,249,1
281,250,15
282,251,26
283,252,37
284,252,15
285,252,17
286,252,1
287,255,1
288,256,9
289,257,4
290,258,3
291,259,46
292,260,4
293,260,1
294,262,1
295,263,36
296,263,1
297,264,1
298,266,37
299,269,1
300,272,31
301,272,15
302,272,23
303,272,1
304,273,4
305,273,15
306,273,1
307,275,15
308,276,10
309,277,1
310,278,15
311,278,3
