,time,event
0,0.6224313780171797,0.0
1,0.9632606089750649,0.0
2,2.232060041663561,4.0
3,2.4149476134018553,4.0
4,2.553543557270371,4.0
5,2.684158452457311,2.0
6,2.700048487787908,0.0
7,3.0181268379087443,0.0
8,3.168136812940653,0.0
9,3.3283106078623743,0.0
10,5.208544376695391,0.0
11,5.3205950085370475,0.0
12,5.448914782613675,4.0
13,6.537111358275688,2.0
14,6.708258647294758,0.0
15,6.772351915126181,0.0
16,7.046967586128779,3.0
17,7.082295801537273,4.0
18,7.811869339812215,2.0
19,8.566446185570207,3.0
20,8.650751311321232,0.0
21,8.918978102785214,0.0
22,10.326289480653191,0.0
23,10.495116472274988,4.0
24,10.713214197446963,4.0
25,11.127998623393335,0.0
26,11.628430922371816,3.0
27,12.757245669942389,3.0
28,13.310039855587094,4.0
29,13.369640163237198,3.0
30,13.495439442006369,3.0
31,14.666007967692886,4.0
32,15.382673638731722,4.0
33,15.543219981169281,1.0
34,16.205252053363747,0.0
35,16.566068370776417,3.0
36,17.29831658034207,0.0
37,19.06939576557765,0.0
38,19.659783540300126,2.0
39,19.70129484732883,0.0
