,time,event0,event1,event2
0,0,-0.8639762,3.4059946537017822,-0.7449207901954651
1,1,-0.92592955,3.4059946537017822,-0.7449207901954651
2,2,0.67545915,3.4059946537017822,-0.7449207901954651
3,3,0.21896663,3.4059946537017822,-0.7449207901954651
4,4,0.613806,3.4059946537017822,-0.7449207901954651
5,5,0.018499503,3.4059946537017822,-0.7449207901954651
6,6,-0.46314773,3.4059946537017822,-0.7449207901954651
7,7,0.5842466,3.4059946537017822,-0.7449207901954651
8,8,-0.3079017,3.4059946537017822,-0.7449207901954651
9,9,-0.81418526,3.4059946537017822,-0.7449207901954651
