,time,event0,event1,event2
0,0,0.39944482,3.4059946537017822,-0.4038837254047394
1,1,0.82134193,3.4059946537017822,-0.4038837254047394
2,2,0.7103995,3.4059946537017822,-0.4038837254047394
3,3,-0.23075683,3.4059946537017822,-0.4038837254047394
4,4,0.80448616,3.4059946537017822,-0.4038837254047394
5,5,-0.85877776,3.4059946537017822,-0.4038837254047394
6,6,0.19690584,3.4059946537017822,-0.4038837254047394
7,7,-0.5361539,3.4059946537017822,-0.4038837254047394
8,8,0.0061788517,3.4059946537017822,-0.4038837254047394
9,9,-0.29596385,3.4059946537017822,-0.4038837254047394
