,time,event0,event1,event2
0,0,-0.5816171,3.4059946537017822,-0.35466137528419495
1,1,-0.6649705,3.4059946537017822,-0.35466137528419495
2,2,0.012959473,3.4059946537017822,-0.35466137528419495
3,3,0.092875384,3.4059946537017822,-0.35466137528419495
4,4,-0.57730824,3.4059946537017822,-0.35466137528419495
5,5,-0.51780254,3.4059946537017822,-0.35466137528419495
6,6,0.2611542,3.4059946537017822,-0.35466137528419495
7,7,0.7833831,3.4059946537017822,-0.35466137528419495
8,8,-0.5074624,3.4059946537017822,-0.35466137528419495
9,9,-0.38355753,3.4059946537017822,-0.35466137528419495
