,time,event0,event1,event2
0,0,-0.16567844,3.4059946537017822,-0.2656046450138092
1,1,-0.81759995,3.4059946537017822,-0.2656046450138092
2,2,0.5025881,3.4059946537017822,-0.2656046450138092
3,3,-0.55213374,3.4059946537017822,-0.2656046450138092
4,4,-0.17593773,3.4059946537017822,-0.2656046450138092
5,5,0.3461939,3.4059946537017822,-0.2656046450138092
6,6,-0.6935381,3.4059946537017822,-0.2656046450138092
7,7,0.2763906,3.4059946537017822,-0.2656046450138092
8,8,-0.33808348,3.4059946537017822,-0.2656046450138092
9,9,-0.9494088,3.4059946537017822,-0.2656046450138092
