,time,event0,event1,event2
0,0,-0.5198093,3.4059946537017822,-0.25553029775619507
1,1,0.6457513,3.4059946537017822,-0.25553029775619507
2,2,-0.67975277,3.4059946537017822,-0.25553029775619507
3,3,0.876402,3.4059946537017822,-0.25553029775619507
4,4,-0.112349555,3.4059946537017822,-0.25553029775619507
5,5,0.74966466,3.4059946537017822,-0.25553029775619507
6,6,0.73866785,3.4059946537017822,-0.25553029775619507
7,7,-0.5635187,3.4059946537017822,-0.25553029775619507
8,8,-0.5495522,3.4059946537017822,-0.25553029775619507
9,9,0.7220745,3.4059946537017822,-0.25553029775619507
