,time,event0,event1,event2
0,0,0.90028703,3.1253879070281982,-0.48664459586143494
1,1,-0.35969493,3.1253879070281982,-0.48664459586143494
2,2,0.30417252,3.1253879070281982,-0.48664459586143494
3,3,0.9472573,3.1253879070281982,-0.48664459586143494
4,4,-0.16271523,3.1253879070281982,-0.48664459586143494
5,5,-0.6089318,3.1253879070281982,-0.48664459586143494
6,6,-0.75150216,3.1253879070281982,-0.48664459586143494
7,7,-0.6523569,3.1253879070281982,-0.48664459586143494
8,8,-0.7934852,3.1253879070281982,-0.48664459586143494
9,9,-0.7654828,3.1253879070281982,-0.48664459586143494
