,time,event0,event1,event2
0,0,0.0050373026,2.2408294677734375,0.4899090826511383
1,1,0.5245591,2.2408294677734375,0.4899090826511383
2,2,0.39864585,2.2408294677734375,0.4899090826511383
3,3,0.078275695,2.2408294677734375,0.4899090826511383
4,4,0.99082494,2.2408294677734375,0.4899090826511383
5,5,-0.09421134,2.2408294677734375,0.4899090826511383
6,6,0.7735491,2.2408294677734375,0.4899090826511383
7,7,-0.38900885,2.2408294677734375,0.4899090826511383
8,8,-0.1535543,2.2408294677734375,0.4899090826511383
9,9,0.87868714,2.2408294677734375,0.4899090826511383
