,time,event0,event1,event2
0,0,0.2889861,2.4122636318206787,0.5055074691772461
1,1,0.4310869,2.4122636318206787,0.5055074691772461
2,2,-0.8956493,2.4122636318206787,0.5055074691772461
3,3,-0.26331052,2.4122636318206787,0.5055074691772461
4,4,0.30376416,2.4122636318206787,0.5055074691772461
5,5,-0.083159246,2.4122636318206787,0.5055074691772461
6,6,0.16275981,2.4122636318206787,0.5055074691772461
7,7,-0.958964,2.4122636318206787,0.5055074691772461
8,8,0.60105,2.4122636318206787,0.5055074691772461
9,9,0.18976659,2.4122636318206787,0.5055074691772461
