,time,event0,event1,event2
0,0,-0.6985126,3.4059946537017822,-0.08271023631095886
1,1,-0.26339677,3.4059946537017822,-0.08271023631095886
2,2,-0.096023574,3.4059946537017822,-0.08271023631095886
3,3,0.90122676,3.4059946537017822,-0.08271023631095886
4,4,0.49568388,3.4059946537017822,-0.08271023631095886
5,5,0.19975938,3.4059946537017822,-0.08271023631095886
6,6,-0.16996008,3.4059946537017822,-0.08271023631095886
7,7,0.31272644,3.4059946537017822,-0.08271023631095886
8,8,0.12729691,3.4059946537017822,-0.08271023631095886
9,9,0.6972358,3.4059946537017822,-0.08271023631095886
