,time,event0,event1,event2
0,0,-0.28423864,0.9963957667350769,-0.36660370230674744
1,1,0.8439076,0.9963957667350769,-0.36660370230674744
2,2,-0.8493362,0.9963957667350769,-0.36660370230674744
3,3,0.15916112,0.9963957667350769,-0.36660370230674744
4,4,0.8540828,0.9963957667350769,-0.36660370230674744
5,5,-0.38891518,0.9963957667350769,-0.36660370230674744
6,6,-0.021033369,0.9963957667350769,-0.36660370230674744
7,7,-0.2630255,0.9963957667350769,-0.36660370230674744
8,8,0.58372396,0.9963957667350769,-0.36660370230674744
9,9,-0.6556827,0.9963957667350769,-0.36660370230674744
