,time,event0,event1,event2
0,0,0.23993762,1.4538462162017822,-0.36303237080574036
1,1,-0.85535276,1.4538462162017822,-0.36303237080574036
2,2,0.8567263,1.4538462162017822,-0.36303237080574036
3,3,0.23900908,1.4538462162017822,-0.36303237080574036
4,4,-0.33245364,1.4538462162017822,-0.36303237080574036
5,5,-0.67276055,1.4538462162017822,-0.36303237080574036
6,6,-0.7609297,1.4538462162017822,-0.36303237080574036
7,7,-0.96422523,1.4538462162017822,-0.36303237080574036
8,8,0.7433209,1.4538462162017822,-0.36303237080574036
9,9,0.33483356,1.4538462162017822,-0.36303237080574036
