,time,event0,event1,event2
0,0,0.2557515,2.866152286529541,-0.5157148241996765
1,1,-0.9579459,2.866152286529541,-0.5157148241996765
2,2,0.039587937,2.866152286529541,-0.5157148241996765
3,3,-0.21194446,2.866152286529541,-0.5157148241996765
4,4,0.921692,2.866152286529541,-0.5157148241996765
5,5,0.78207463,2.866152286529541,-0.5157148241996765
6,6,-0.869634,2.866152286529541,-0.5157148241996765
7,7,0.9043893,2.866152286529541,-0.5157148241996765
8,8,0.75192297,2.866152286529541,-0.5157148241996765
9,9,-0.991805,2.866152286529541,-0.5157148241996765
