,time,event0,event1,event2
0,0,-0.423356,3.4059946537017822,0.16368278861045837
1,1,-0.48673508,3.4059946537017822,0.16368278861045837
2,2,0.72920185,3.4059946537017822,0.16368278861045837
3,3,0.29020107,3.4059946537017822,0.16368278861045837
4,4,-0.3507098,3.4059946537017822,0.16368278861045837
5,5,-0.8093576,3.4059946537017822,0.16368278861045837
6,6,0.71865433,3.4059946537017822,0.16368278861045837
7,7,-0.76573145,3.4059946537017822,0.16368278861045837
8,8,0.23965915,3.4059946537017822,0.16368278861045837
9,9,0.6204521,3.4059946537017822,0.16368278861045837
