,time,event0,event1,event2
0,0,-0.09808127,3.4059946537017822,-0.4753819406032562
1,1,-0.9562972,3.4059946537017822,-0.4753819406032562
2,2,-0.602573,3.4059946537017822,-0.4753819406032562
3,3,-0.5230229,3.4059946537017822,-0.4753819406032562
4,4,-0.5820505,3.4059946537017822,-0.4753819406032562
5,5,-0.83919954,3.4059946537017822,-0.4753819406032562
6,6,0.74765664,3.4059946537017822,-0.4753819406032562
7,7,-0.8382565,3.4059946537017822,-0.4753819406032562
8,8,-0.022394558,3.4059946537017822,-0.4753819406032562
9,9,-0.34162703,3.4059946537017822,-0.4753819406032562
