,time,event0,event1,event2
0,0,0.92776537,3.4059946537017822,-0.6219582557678223
1,1,-0.5676715,3.4059946537017822,-0.6219582557678223
2,2,-0.36734754,3.4059946537017822,-0.6219582557678223
3,3,-0.86908734,3.4059946537017822,-0.6219582557678223
4,4,-0.25249612,3.4059946537017822,-0.6219582557678223
5,5,-0.9192504,3.4059946537017822,-0.6219582557678223
6,6,0.34751642,3.4059946537017822,-0.6219582557678223
7,7,-0.47425,3.4059946537017822,-0.6219582557678223
8,8,-0.6806012,3.4059946537017822,-0.6219582557678223
9,9,0.16996199,3.4059946537017822,-0.6219582557678223
