,time,event0,event1,event2
0,0,-0.17820723,0.1856287270784378,0.929176390171051
1,1,-0.31709227,0.1856287270784378,0.929176390171051
2,2,0.60863936,0.1856287270784378,0.929176390171051
3,3,-0.43223292,0.1856287270784378,0.929176390171051
4,4,-0.7873224,0.1856287270784378,0.929176390171051
5,5,0.51007307,0.1856287270784378,0.929176390171051
6,6,-0.030573795,0.1856287270784378,0.929176390171051
7,7,0.418895,0.1856287270784378,0.929176390171051
8,8,-0.06838642,0.1856287270784378,0.929176390171051
9,9,0.5536726,0.1856287270784378,0.929176390171051
