,time,event0,event1,event2
0,0,0.89076746,3.4059946537017822,-0.6796969175338745
1,1,-0.73821074,3.4059946537017822,-0.6796969175338745
2,2,0.77479035,3.4059946537017822,-0.6796969175338745
3,3,-0.6657359,3.4059946537017822,-0.6796969175338745
4,4,-0.5267702,3.4059946537017822,-0.6796969175338745
5,5,-0.07982975,3.4059946537017822,-0.6796969175338745
6,6,-0.9839242,3.4059946537017822,-0.6796969175338745
7,7,0.07563899,3.4059946537017822,-0.6796969175338745
8,8,0.59960955,3.4059946537017822,-0.6796969175338745
9,9,-0.59700847,3.4059946537017822,-0.6796969175338745
