,time,event0,event1,event2
0,0,-0.22106107,3.4059946537017822,0.4456265866756439
1,1,0.49323103,3.4059946537017822,0.4456265866756439
2,2,0.09379674,3.4059946537017822,0.4456265866756439
3,3,-0.5071244,3.4059946537017822,0.4456265866756439
4,4,-0.38007924,3.4059946537017822,0.4456265866756439
5,5,-0.76642776,3.4059946537017822,0.4456265866756439
6,6,0.49778986,3.4059946537017822,0.4456265866756439
7,7,-0.9203748,3.4059946537017822,0.4456265866756439
8,8,0.6631622,3.4059946537017822,0.4456265866756439
9,9,0.91937864,3.4059946537017822,0.4456265866756439
