,time,event
165733,16345.397349537036,2
165734,16345.397546296297,5
165735,16345.399733796296,5
165736,16346.02136574074,5
165737,16346.02175925926,5
165738,16346.0221875,5
165739,16346.022222222222,5
165740,16346.022349537036,5
165741,16346.022465277778,5
165742,16346.022604166665,5
165743,16346.022777777778,2
165744,16346.02292824074,5
165745,16346.023055555557,5
165746,16346.023194444444,5
165747,16346.023333333333,5
165748,16346.023460648146,5
165749,16346.023576388889,5
165750,16346.023611111112,5
165751,16346.023715277775,5
165752,16346.023854166666,5
165753,16346.024166666664,5
165755,16346.032118055557,5
165754,16346.032118055557,2
165756,16346.032233796297,5
165757,16346.032407407407,5
165758,16346.032488425924,5
165759,16346.032638888892,5
165760,16346.032754629632,5
165761,16346.03289351852,5
165762,16346.033020833333,5
165763,16346.033182870371,5
165764,16346.033333333333,5
165765,16346.033460648147,5
165766,16346.033587962964,5
165767,16346.033715277776,5
165768,16346.033900462962,5
165769,16346.0340625,5
165770,16346.034189814814,5
165771,16346.034340277778,5
165772,16346.034594907407,5
165773,16346.034745370369,5
165774,16346.034872685183,5
165775,16346.035,5
165776,16346.035138888888,5
165777,16346.035266203704,5
165778,16346.035416666668,6
165779,16346.035428240739,5
165780,16346.035555555556,5
165781,16346.035682870368,5
165782,16346.035821759258,5
165783,16346.036006944443,5
165784,16346.036145833335,5
165785,16346.036261574074,5
165786,16346.036400462965,5
165787,16346.036527777778,5
165788,16346.036655092592,5
165789,16346.036805555557,5
165790,16346.036944444444,5
165791,16346.03707175926,5
165792,16346.0371875,5
165793,16346.037349537037,5
165794,16346.037488425924,5
165795,16346.134907407408,3
165796,16346.140590277775,3
165798,16358.00648148148,1
165797,16358.00648148148,1
165799,16358.021226851853,1
165800,16358.0896875,1
165801,16358.097256944444,1
165802,16358.116840277778,1
165803,16358.127777777778,6
165804,16358.200601851853,3
165805,16366.018078703704,4
165806,16366.018194444443,3
165807,16366.019456018517,3
165808,16366.020555555557,4
165809,16381.168055555556,6
165810,16383.277222222225,5
165811,16383.277222222225,5
165812,16383.277476851854,5
165813,16407.034131944445,2
165814,16407.051770833332,2
165815,16424.585416666665,1
165816,16443.261678240742,2
165817,16456.23611111111,6
165818,16476.021631944444,0
165819,16476.022858796296,0
165820,16496.254861111112,0
