,time,event
181761,16320.039780092593,2
181762,16320.509756944444,0
181763,16326.389131944443,2
181764,16329.286388888891,1
181765,16329.28886574074,1
181766,16329.28886574074,1
181767,16329.290439814817,1
181768,16329.290439814817,1
181769,16329.290578703703,1
181770,16329.290833333333,1
181771,16329.482916666666,0
181772,16331.136064814817,1
181773,16331.146041666667,1
181775,16332.034479166667,5
181774,16332.034479166667,1
181776,16332.034502314817,1
181777,16332.068680555556,0
181778,16332.093113425924,0
181779,16335.219444444443,0
181780,16336.908506944443,2
181781,16353.065972222224,6
181782,16353.173356481482,0
181783,16357.76265046296,2
181784,16364.319930555557,2
181785,16367.484513888889,2
181786,16377.405555555557,6
181787,16382.289340277775,0
181788,16387.19673611111,0
181789,16387.38600694444,0
181790,16388.37267361111,0
181791,16388.933738425927,2
181792,16389.09603009259,0
181793,16392.408969907407,0
181794,16393.306030092594,0
181795,16394.124363425926,0
181796,16395.01853009259,0
181797,16397.969340277778,1
181798,16398.012280092593,1
181799,16398.01298611111,1
181800,16398.013993055556,1
181801,16398.02613425926,1
181802,16398.03099537037,1
181803,16398.03125,1
181804,16398.036087962962,1
181805,16398.042233796295,1
181806,16398.04861111111,6
181807,16398.172384259262,3
181808,16398.190057870368,1
181809,16398.191006944446,3
181810,16400.24976851852,1
181811,16401.12363425926,0
181812,16401.56876157408,0
181813,16402.313530092593,0
181814,16403.10439814815,0
181815,16404.341064814816,1
181816,16404.351388888892,6
181817,16404.69556712963,2
181818,16405.21164351852,4
181819,16405.211817129628,4
181820,16405.318460648148,4
181821,16406.04875,4
181822,16406.04888888889,4
181823,16413.74875,2
181824,16415.02300925926,1
181825,16415.044525462963,1
181826,16415.04469907408,1
181827,16415.046076388888,1
181828,16415.51505787037,2
181829,16421.185011574074,1
181830,16424.09799768518,0
181831,16432.177546296298,2
181832,16433.06679398148,1
181833,16433.08875,1
181834,16433.090138888892,1
181835,16434.102685185186,1
181836,16434.131689814814,1
181837,16434.136736111108,1
181838,16434.136875,1
181839,16434.13730324074,1
181840,16434.13769675926,1
181841,16434.13787037037,1
181842,16434.13824074074,1
181843,16434.138506944444,1
181844,16434.329976851852,1
181845,16434.552106481482,1
181846,16434.563194444443,6
181847,16444.482754629633,1
181848,16444.494444444445,6
181849,16444.64232638889,1
181850,16444.643171296295,1
181851,16444.643310185184,1
181852,16444.64443287037,1
181853,16444.644699074073,1
181854,16444.64494212963,1
181855,16444.645636574074,1
181856,16444.64688657408,3
181857,16444.649108796297,3
181858,16444.64998842592,1
181859,16445.356342592593,0
181860,16447.02008101852,1
181861,16447.14542824074,0
181862,16448.100972222222,1
181863,16449.789409722223,5
181864,16449.789675925927,2
181865,16449.789675925927,5
181866,16449.97403935185,5
181867,16449.976388888892,5
181868,16450.047002314815,5
181869,16450.077777777777,6
181870,16450.118715277782,5
181871,16450.180451388893,5
181872,16450.18201388889,3
181873,16450.182986111107,3
181874,16450.182986111107,5
181875,16450.207662037035,1
181876,16451.19943287037,0
181877,16455.753946759258,2
181878,16457.104016203702,0
181879,16458.226319444446,0
181880,16461.56875,6
181881,16462.120821759258,0
181882,16466.17800925926,0
181883,16466.220497685186,2
181884,16466.220497685186,5
181885,16466.317314814816,1
181886,16466.324305555554,6
181887,16466.441967592593,4
181888,16466.443460648148,1
181889,16466.446111111112,3
181890,16466.467094907406,4
181891,16469.135370370368,0
181892,16471.554027777776,2
181893,16480.308171296296,2
181894,16480.315231481483,2
181895,16480.315347222222,5
181896,16480.315497685184,5
181897,16480.315636574072,5
181898,16480.315798611107,5
181899,16480.315925925926,5
181900,16480.316180555557,5
181901,16483.071354166666,1
181902,16483.206909722223,2
181903,16483.208171296297,2
181904,16493.050451388888,4
181905,16493.050451388888,4
181906,16493.05309027778,4
181907,16493.054363425927,4
181908,16495.179131944446,4
181909,16495.179131944446,4
181910,16495.179699074073,4
181911,16495.225,6
181912,16495.304409722223,3
181913,16496.349976851852,0
181914,16498.054560185185,4
181915,16498.054583333334,4
181916,16498.057233796295,4
181917,16498.057233796295,4
181918,16498.057361111107,4
181919,16498.057361111107,4
181920,16498.058888888892,4
181921,16498.059444444443,4
181922,16498.059444444443,4
181923,16498.059467592593,4
