,Unnamed: 0,time,event
0,0,0.0,4.0
1,1,0.0,3.0
2,2,0.0,1.0
3,3,3.4722222222222224e-14,0.0
4,4,3.4722222222222224e-14,2.0
5,5,3.4722222222222224e-14,1.0
6,6,3.4722222222222224e-14,2.0
7,7,3.4722222222222224e-14,0.0
8,8,3.4722222222222224e-14,2.0
9,9,4.6296296296296295e-14,2.0
10,10,4.6296296296296295e-14,1.0
11,11,4.6296296296296295e-14,2.0
12,12,4.6296296296296295e-14,1.0
13,13,9.259259259259259e-14,4.0
14,14,2.777777777777778e-13,0.0
15,15,3.240740740740741e-13,3.0
16,16,3.240740740740741e-13,1.0
17,17,3.240740740740741e-13,1.0
18,18,3.472222222222222e-13,1.0
19,19,3.587962962962963e-13,4.0
20,20,3.8194444444444445e-13,3.0
21,21,3.8194444444444445e-13,1.0
22,22,4.2824074074074074e-13,3.0
23,23,4.3981481481481483e-13,1.0
24,24,4.629629629629629e-13,3.0
25,25,4.629629629629629e-13,3.0
26,26,4.745370370370371e-13,3.0
27,27,4.976851851851852e-13,0.0
28,28,5.324074074074074e-13,0.0
29,29,5.439814814814814e-13,2.0
30,30,5.555555555555556e-13,0.0
31,31,5.555555555555556e-13,2.0
32,32,5.555555555555556e-13,1.0
33,33,5.787037037037037e-13,4.0
34,34,5.787037037037037e-13,3.0
35,35,5.787037037037037e-13,3.0
36,36,5.787037037037037e-13,3.0
37,37,5.787037037037037e-13,1.0
38,38,5.902777777777778e-13,3.0
39,39,6.134259259259259e-13,3.0
40,40,6.25e-13,3.0
41,41,6.25e-13,3.0
42,42,6.25e-13,1.0
43,43,6.25e-13,1.0
44,44,6.25e-13,1.0
45,45,6.25e-13,3.0
46,46,6.25e-13,1.0
47,47,6.25e-13,3.0
48,48,6.365740740740741e-13,3.0
49,49,6.365740740740741e-13,1.0
