,time,event
0,16319.543761574074,1
1,16319.546354166667,1
2,16319.546805555558,1
3,16319.587083333336,1
4,16324.155023148147,1
5,16346.107129629632,1
6,16379.239236111109,5
7,16379.242280092592,5
8,16384.01106481482,4
9,16384.01106481482,4
10,16384.011099537038,4
11,16384.011631944446,4
12,16384.013182870367,4
13,16386.484722222223,6
14,16387.424282407406,1
15,16387.426956018517,1
16,16387.42707175926,1
17,16387.42751157408,1
18,16387.428611111107,1
19,16387.431087962963,1
20,16387.431087962963,1
21,16387.43111111111,1
22,16387.4325,1
23,16387.439976851852,1
24,16387.45469907408,1
25,16387.51780092592,1
26,16388.03846064815,1
27,16388.039016203704,1
28,16388.040150462963,1
29,16388.040844907406,1
30,16388.04304398148,1
31,16388.04306712963,1
32,16388.043761574074,1
33,16389.229224537037,1
34,16389.276458333334,1
35,16389.288888888892,6
36,16390.68804398148,5
37,16391.054895833335,3
38,16391.091377314813,3
39,16391.092268518518,3
40,16398.011921296296,5
41,16398.013067129632,5
42,16401.070833333335,6
43,16408.100208333333,5
44,16408.112465277776,5
45,16408.19027777778,6
46,16412.28622685185,5
47,16412.28974537037,5
48,16451.2746875,1
49,16451.289571759262,1
50,16451.292696759258,1
51,16451.292719907407,1
52,16451.292719907407,1
53,16451.293275462962,1
54,16451.293576388893,1
55,16451.29511574074,1
56,16451.29511574074,1
57,16451.29511574074,1
58,16451.297326388893,1
59,16451.297326388893,1
60,16451.297326388893,1
61,16451.297893518517,1
62,16451.29815972222,1
63,16451.299143518518,1
64,16451.299143518518,1
65,16451.30384259259,1
66,16468.587870370367,2
67,16468.587870370367,5
68,16478.058055555557,1
69,16479.02320601852,4
70,16479.02346064815,4
71,16479.025150462963,4
72,16489.007638888892,6
73,16517.47876157408,2
74,16520.114942129632,5
75,16520.11633101852,5
