,time,event
0,1.1407616924016055,2.0
1,1.6653572936688907,1.0
2,1.81152958050851,3.0
3,2.1348971060986517,2.0
4,2.1961239690319383,3.0
5,3.0784641744710877,1.0
6,3.356641866910064,1.0
7,3.4340915060139863,0.0
8,3.874155115910623,1.0
9,5.380508946406457,0.0
10,5.895595479783231,0.0
11,6.557018556912839,0.0
12,6.612758377971312,0.0
13,7.15687939128854,1.0
14,7.197745527761495,1.0
15,8.05823038783606,1.0
16,9.164420106224474,0.0
17,9.306638213563451,0.0
18,11.04451888421616,1.0
19,11.076434661322997,0.0
20,11.361986366521172,0.0
21,12.3488468507638,0.0
22,12.956817067242351,2.0
23,13.490967586188134,4.0
24,13.583974615203072,0.0
25,14.05491960806755,0.0
26,15.268549132061004,1.0
27,16.740356998659887,1.0
28,19.236906540504382,2.0
29,19.507571772131147,1.0
30,20.39718144121903,1.0
31,25.213633612013695,2.0
32,25.35905599871599,1.0
33,25.46624113516956,0.0
34,25.636867179743835,1.0
35,26.21754267814349,2.0
36,27.23841548855897,1.0
37,28.149968463190575,1.0
38,30.709890786519217,1.0
39,31.188131841478686,3.0
40,31.59004936388703,2.0
41,31.762332443796975,0.0
42,34.81579670631202,2.0
43,35.27378395999567,4.0
44,36.70896102956092,1.0
45,36.72022137367346,1.0
46,38.968962615961445,0.0
47,39.34553600050038,0.0
48,39.93192431611172,0.0
49,41.23090183562452,0.0
