,time,event
0,1,1
1,2,15
2,2,11
3,3,1
4,5,9
5,6,1
6,7,1
7,9,57
8,10,1
9,12,1
10,12,11
11,13,11
12,14,32
13,14,1
14,15,3
15,18,1
16,20,4
17,20,28
18,20,24
19,20,1
20,20,52
21,20,11
22,21,1
23,24,2
24,24,1
25,26,1
26,26,11
27,27,15
28,27,1
29,27,11
30,30,3
31,32,3
32,32,1
33,34,4
34,34,11
35,35,4
36,35,1
37,37,1
38,38,1
39,40,1
40,41,4
41,41,28
42,41,11
43,42,1
44,45,4
45,45,1
46,46,11
47,47,32
48,48,1
49,49,0
50,49,1
51,49,11
52,50,17
53,50,1
54,52,1
55,53,1
56,53,11
57,55,1
58,56,39
59,56,1
60,58,3
61,59,1
62,60,1
63,61,11
64,62,11
65,63,24
66,63,98
67,63,11
68,64,4
69,64,1
70,65,4
71,65,11
72,67,1
73,70,10
74,71,4
75,72,1
76,74,4
77,74,1
78,75,3
79,75,1
80,76,4
81,76,0
82,76,36
83,76,1
84,76,11
85,77,32
86,78,1
87,79,1
88,80,15
89,80,11
90,82,11
91,83,15
92,83,1
93,83,11
94,89,34
95,89,3
96,89,1
97,90,15
98,90,1
99,90,11
100,91,1
101,91,8
102,91,11
103,92,1
104,94,1
105,95,1
106,97,4
107,97,1
108,97,11
109,98,4
110,98,15
111,98,1
112,98,9
113,98,11
114,99,34
115,100,32
116,101,11
117,102,4
118,102,1
119,102,11
120,103,1
121,104,1
122,105,11
123,107,1
124,109,1
125,110,20
126,110,10
127,111,0
128,111,15
129,111,3
130,111,1
131,112,1
132,114,1
133,115,1
134,117,4
135,117,3
136,117,1
137,117,11
138,119,1
139,120,23
140,120,1
141,120,11
142,122,35
143,122,1
144,122,11
145,125,20
146,127,4
147,127,1
148,131,72
149,131,11
150,132,11
151,133,15
152,133,11
153,138,1
154,138,11
155,139,11
156,140,32
157,140,1
158,140,11
159,141,1
160,145,11
161,149,15
162,149,11
163,150,1
164,150,11
165,151,11
166,152,1
167,153,28
168,153,3
169,153,1
170,153,11
171,155,15
172,156,1
173,156,8
174,156,11
175,157,11
176,159,4
177,159,1
178,162,1
179,164,32
180,164,8
181,164,11
182,166,1
183,167,1
184,168,4
185,168,15
186,168,1
187,168,11
188,169,4
189,169,1
190,181,3
191,186,15
192,186,1
193,186,11
194,188,32
195,188,11
196,189,1
197,190,31
198,190,24
199,190,11
200,191,4
201,191,1
202,192,1
203,193,19
204,193,11
205,194,1
206,195,1
207,195,8
208,196,4
209,196,1
210,202,1
211,202,11
212,203,8
213,203,11
214,204,1
215,205,3
216,212,3
217,213,34
218,213,1
219,214,4
220,214,15
221,214,3
222,214,11
223,221,2
224,221,1
225,223,0
226,223,1
227,223,11
228,225,3
229,225,1
230,226,1
231,227,1
232,228,2
233,229,1
234,229,11
235,230,4
236,230,1
237,231,4
238,231,57
239,231,32
240,231,8
241,231,11
242,232,80
243,232,4
244,232,2
245,232,3
246,232,1
247,233,1
248,233,11
249,235,1
250,237,61
251,237,15
252,237,23
253,237,1
254,237,11
255,238,3
256,238,1
257,239,32
258,239,1
259,241,48
260,241,1
261,241,9
262,241,11
263,241,10
264,242,3
265,243,11
266,244,35
267,245,15
268,245,1
269,245,8
270,245,11
271,246,3
272,246,1
273,247,1
274,248,3
275,251,1
276,252,35
277,253,3
278,253,1
279,254,1
280,255,2
281,255,1
282,256,1
283,257,1
284,258,1
285,258,11
286,259,1
287,260,1
288,262,1
289,264,1
290,264,11
291,265,1
292,265,11
293,266,15
294,266,23
295,266,18
296,266,1
297,267,2
298,267,3
299,269,55
300,269,3
301,269,1
302,271,3
303,271,1
304,271,11
305,272,4
306,272,23
307,272,3
308,272,32
309,272,1
310,272,11
311,274,57
312,274,35
313,275,11
314,277,1
315,278,4
316,278,1
317,279,15
318,279,11
319,280,11
320,285,11
321,287,86
322,287,1
323,290,3
324,290,1
325,291,10
326,292,15
327,292,11
328,293,1
329,294,1
330,294,8
331,296,34
332,297,1
333,299,32
334,299,1
335,300,2
336,300,11
337,300,10
338,301,1
339,303,3
340,304,55
341,304,1
342,305,2
343,306,15
344,306,11
345,307,1
346,308,1
347,308,11
348,309,4
349,309,0
350,309,32
351,309,1
352,309,72
353,310,1
354,311,1
355,314,4
356,314,15
357,314,86
358,314,11
359,315,0
360,315,1
361,315,11
362,317,55
363,317,1
364,318,2
365,318,55
366,318,1
367,319,34
368,321,2
369,321,1
370,322,8
371,322,11
372,323,1
373,324,1
374,325,3
375,326,1
376,327,1
377,327,11
378,328,4
379,328,15
380,328,1
381,329,4
382,329,48
383,329,36
384,329,15
385,329,23
386,329,1
387,329,9
388,329,11
389,329,10
390,330,1
391,331,34
392,332,2
393,332,3
394,332,1
395,334,3
396,334,1
397,335,8
398,335,72
399,336,15
400,336,1
401,336,8
402,339,1
403,341,16
404,341,35
405,342,15
406,342,86
407,343,1
408,348,32
409,348,1
410,349,46
411,349,15
412,349,9
413,351,1
414,354,1
415,355,1
416,356,1
417,356,8
418,357,4
419,357,1
420,357,11
421,358,3
422,358,1
423,361,28
424,361,36
425,362,3
426,362,1
427,362,11
428,363,34
429,363,55
430,363,1
431,367,31
432,369,57
433,369,1
434,370,1
435,371,15
436,371,11
437,373,28
438,373,31
439,373,1
440,374,3
441,374,1
442,376,1
443,377,34
444,377,15
445,381,1
446,382,3
447,382,1
448,383,11
449,384,0
450,384,48
451,384,25
452,384,15
453,384,11
454,385,32
455,385,1
456,386,1
457,389,1
458,390,1
459,391,1
460,391,11
461,394,17
462,394,1
463,395,3
464,397,11
465,398,15
466,399,15
467,399,1
468,399,11
469,400,1
470,401,1
471,402,4
472,402,1
473,403,29
474,404,1
475,406,4
476,408,1
477,411,11
478,412,15
479,413,1
480,413,40
481,413,11
482,415,3
483,415,11
484,416,36
485,417,34
486,417,35
487,417,1
488,417,11
489,418,15
490,418,1
491,420,1
492,422,1
493,423,3
494,423,1
495,425,29
496,425,1
497,426,4
498,426,15
499,426,1
500,426,11
501,427,48
502,427,1
503,429,34
504,429,1
505,429,11
506,431,1
507,431,11
508,431,10
509,432,17
510,434,33
511,435,1
512,435,11
513,439,1
514,440,15
515,441,1
516,442,3
517,443,34
518,445,1
519,446,11
520,448,3
521,448,1
522,451,29
523,452,15
524,452,11
525,454,4
526,454,1
527,454,11
528,456,3
529,456,1
530,458,1
531,459,1
532,461,4
533,461,28
534,461,57
535,461,8
536,461,11
537,462,24
538,462,1
539,463,1
540,464,1
541,466,15
542,466,1
543,466,11
544,468,4
545,468,1
546,469,11
547,470,34
548,471,1
549,472,2
550,472,1
551,474,1
552,475,25
553,475,1
554,475,11
555,476,1
556,477,4
557,477,1
558,478,2
559,479,3
560,479,1
561,480,4
562,480,1
563,482,1
564,483,4
565,483,35
566,483,1
567,483,11
568,485,4
569,485,1
570,485,11
571,486,23
572,486,24
573,487,34
574,488,11
575,489,34
576,489,2
577,489,1
578,490,2
579,490,1
580,492,1
581,493,1
582,495,1
583,497,1
584,497,8
585,498,2
586,498,1
587,500,1
588,502,1
589,502,11
590,503,15
591,504,4
592,504,102
593,504,1
594,504,11
595,505,1
596,506,1
597,507,4
598,507,1
599,510,4
600,510,1
601,511,2
602,511,3
603,511,1
604,511,11
605,512,1
606,513,28
607,513,15
608,513,2
609,513,23
610,513,1
611,513,11
612,514,4
613,514,1
614,515,11
615,516,15
616,516,11
617,517,15
618,517,1
619,519,4
620,519,1
621,520,1
622,520,11
623,521,39
624,521,1
625,523,28
626,524,4
627,524,36
628,524,11
629,526,1
630,527,4
631,527,1
632,529,1
633,531,1
634,531,11
635,532,54
636,533,1
637,534,11
638,535,31
639,535,11
640,537,1
641,538,1
642,538,11
643,539,11
644,540,1
645,541,15
646,541,11
647,542,28
648,542,1
649,543,3
650,544,1
651,545,1
652,546,8
653,546,54
654,546,11
655,547,1
656,553,1
657,553,11
658,554,4
659,554,16
660,554,1
661,555,21
662,555,1
663,555,11
664,557,1
665,558,1
666,559,1
667,560,4
668,560,1
669,560,11
670,562,1
671,562,11
672,563,1
673,564,4
674,565,15
675,565,3
676,565,9
677,565,11
678,566,11
679,570,11
680,573,3
681,574,1
682,575,1
683,575,11
684,576,4
685,576,1
686,578,14
687,578,28
688,578,1
689,578,11
690,579,1
691,579,11
692,581,1
693,583,1
694,585,1
695,586,1
696,587,4
697,587,28
698,587,8
699,588,11
700,589,4
701,589,1
702,590,61
703,590,11
704,591,1
705,592,1
706,592,11
707,593,4
708,593,3
709,593,1
710,594,1
711,594,11
712,595,11
713,597,1
714,598,1
715,598,8
716,599,4
717,599,25
718,599,15
719,600,1
720,600,11
721,601,15
722,601,23
723,601,24
724,601,98
725,601,11
726,602,1
727,603,1
728,604,11
729,606,1
730,607,3
731,607,1
732,608,48
733,608,15
734,608,1
735,608,11
736,609,4
737,609,3
738,609,1
739,609,10
740,612,11
741,614,1
742,615,15
743,615,11
744,616,24
745,616,1
746,616,11
747,618,1
748,620,1
749,621,1
750,621,54
751,622,4
752,622,1
753,622,11
754,624,1
755,625,15
756,625,1
757,627,2
758,627,1
759,628,54
760,629,4
761,629,15
762,629,1
763,629,8
764,629,9
765,629,11
766,630,29
767,631,1
768,631,11
769,633,4
770,633,15
771,633,3
772,633,1
773,636,34
774,636,4
775,636,25
776,636,3
777,636,89
778,636,1
779,636,8
780,636,11
781,637,1
782,640,1
783,641,1
784,642,2
785,642,11
786,643,1
787,643,8
788,644,1
789,644,72
790,645,1
791,645,11
792,646,3
793,647,1
794,648,34
795,648,1
796,649,1
797,650,1
798,650,11
799,653,1
800,655,1
801,657,1
802,659,4
803,661,1
804,663,34
805,663,11
806,664,35
807,664,1
808,664,11
809,665,8
810,666,3
811,667,11
812,669,3
813,669,1
814,670,15
815,670,11
816,671,1
817,672,15
818,672,11
819,673,102
820,673,8
821,675,57
822,675,1
823,675,11
824,676,2
825,676,1
826,676,11
827,677,15
828,677,1
829,678,1
830,679,15
831,679,11
832,680,1
833,681,1
834,682,1
835,682,11
836,683,4
837,684,15
838,685,1
839,686,1
840,687,72
841,688,24
842,688,11
843,689,72
844,690,15
845,690,1
846,691,1
847,691,11
848,692,28
849,692,1
850,693,28
851,693,3
852,693,1
853,693,11
854,693,10
855,695,15
856,696,15
857,698,14
858,698,1
859,698,11
860,699,3
861,699,1
862,703,1
863,705,35
864,705,1
865,705,11
866,706,4
867,706,15
868,707,1
869,708,4
870,708,1
871,711,1
872,712,1
873,712,11
874,714,1
875,717,34
876,718,4
877,718,11
878,719,54
879,720,4
880,720,1
881,720,11
882,721,28
883,721,36
884,721,1
885,721,8
886,721,11
887,723,26
888,723,1
889,723,11
890,724,79
891,724,1
892,725,48
893,725,3
894,725,1
895,725,11
896,727,15
897,727,35
898,727,1
899,727,9
900,728,5
901,728,15
902,729,1
903,729,11
