,Unnamed: 0,Unnamed: 0.1,time,event
0,0,0,0,1
1,1,1,2,2
2,2,2,2,1
3,3,3,3,12
4,5,5,3,7
5,6,6,3,13
6,7,7,4,4
7,8,8,4,0
8,9,9,5,21
9,10,10,5,14
10,11,11,5,0
11,13,13,6,1
12,14,14,7,22
13,15,15,7,0
14,16,16,7,7
15,17,17,10,1
16,18,18,11,0
17,19,19,13,4
18,20,20,17,21
19,21,21,18,0
20,22,22,19,21
21,23,23,19,1
22,24,24,20,37
23,25,25,20,13
24,26,26,24,4
25,27,27,24,0
26,28,28,26,10
27,29,29,26,1
28,30,30,27,21
29,31,31,29,0
30,32,32,30,4
31,33,33,30,0
32,34,34,31,1
33,35,35,36,7
34,36,36,37,0
35,37,37,37,7
36,38,38,40,23
37,39,39,40,1
38,40,40,41,4
39,41,41,41,0
40,42,42,43,3
41,43,43,44,1
42,44,44,44,0
43,45,45,44,25
44,46,46,46,2
45,47,47,46,4
46,48,48,46,0
47,49,49,46,7
48,50,50,48,21
49,51,51,48,4
50,52,52,48,1
51,53,53,48,0
52,54,54,50,21
53,55,55,50,0
54,56,56,53,21
55,57,57,53,22
56,58,58,55,1
57,59,59,55,0
58,61,61,57,5
59,62,62,57,0
60,63,63,58,0
61,64,64,60,1
62,65,65,61,1
63,66,66,62,1
64,67,67,62,0
65,68,68,65,1
66,69,69,67,0
67,70,70,68,1
68,71,71,68,0
69,72,72,69,21
70,73,73,69,12
71,74,74,71,1
72,75,75,71,0
73,76,76,75,1
74,77,77,78,23
75,78,78,78,21
76,79,79,79,1
77,80,80,81,0
78,81,81,82,1
79,82,82,86,4
80,83,83,86,0
81,84,84,90,22
82,85,85,90,4
83,86,86,90,1
84,87,87,90,0
85,88,88,91,21
86,89,89,91,1
87,90,90,93,1
88,91,91,94,0
89,92,92,95,0
90,93,93,97,0
91,94,94,97,7
92,95,95,98,1
93,96,96,100,8
94,97,97,100,1
95,98,98,100,0
96,99,99,101,3
97,100,100,101,4
98,101,101,101,0
99,102,102,103,1
100,103,103,103,0
101,104,104,104,2
102,105,105,104,13
103,106,106,105,1
104,107,107,107,1
105,108,108,107,0
106,110,110,109,21
107,111,111,109,1
108,112,112,109,0
109,113,113,111,1
110,114,114,114,1
111,115,115,118,1
112,116,116,119,1
113,117,117,119,0
114,118,118,119,7
115,119,119,120,2
116,120,120,120,13
117,121,121,121,1
118,122,122,124,1
119,123,123,125,1
120,124,124,125,0
121,125,125,128,1
122,126,126,128,0
123,127,127,128,7
124,128,128,129,1
125,129,129,131,1
126,130,130,132,0
127,131,131,133,12
128,132,132,133,1
129,133,133,133,13
130,134,134,136,5
131,135,135,136,0
132,136,136,138,21
133,137,137,138,1
134,138,138,138,0
135,140,140,139,0
136,141,141,140,1
137,142,142,141,4
138,143,143,141,1
139,144,144,141,0
140,145,145,142,0
141,146,146,143,38
142,147,147,146,21
143,149,149,150,0
144,150,150,153,5
145,151,151,153,1
146,152,152,153,0
147,153,153,154,7
148,154,154,156,1
149,155,155,157,2
150,156,156,159,5
151,157,157,160,12
152,158,158,160,13
153,159,159,162,0
154,160,160,163,1
155,161,161,164,1
156,162,162,166,0
157,163,163,167,1
158,164,164,168,4
159,165,165,169,1
160,166,166,171,21
161,167,167,171,0
162,168,168,172,23
163,169,169,172,1
164,171,171,173,4
165,172,172,173,0
166,173,173,174,1
167,174,174,174,0
168,175,175,176,1
169,176,176,177,14
170,177,177,178,0
171,178,178,180,22
172,179,179,180,1
173,180,180,180,0
174,181,181,180,25
175,182,182,181,21
176,183,183,182,0
177,184,184,186,1
178,185,185,187,21
179,186,186,193,1
180,187,187,194,5
181,188,188,194,13
182,189,189,195,1
183,190,190,196,1
184,191,191,198,4
185,192,192,199,21
186,193,193,201,2
187,194,194,201,25
188,195,195,202,1
189,196,196,203,0
190,197,197,203,13
191,198,198,204,5
192,199,199,204,4
193,200,200,206,4
194,201,201,206,18
195,202,202,206,1
196,203,203,206,0
197,204,204,208,1
198,205,205,208,0
199,206,206,211,1
200,207,207,215,4
201,208,208,217,21
202,209,209,220,1
203,210,210,223,21
204,211,211,228,0
205,212,212,229,0
206,213,213,230,21
207,214,214,230,4
208,215,215,230,0
209,216,216,231,0
210,217,217,232,0
211,218,218,236,1
212,219,219,237,0
213,220,220,238,21
214,221,221,238,34
215,222,222,238,14
216,223,223,238,0
217,224,224,238,7
218,225,225,239,1
219,226,226,241,1
220,227,227,242,4
221,228,228,242,25
222,229,229,245,21
223,230,230,246,22
224,231,231,246,0
225,232,232,247,5
226,233,233,247,1
227,234,234,247,39
228,235,235,247,25
229,236,236,250,0
230,237,237,250,7
231,238,238,251,1
232,239,239,252,0
233,240,240,253,0
234,241,241,255,1
235,242,242,258,5
236,243,243,259,38
237,244,244,259,1
238,245,245,260,4
239,246,246,261,21
240,247,247,261,1
241,248,248,262,0
242,249,249,263,38
243,250,250,263,1
244,251,251,265,5
245,252,252,265,0
246,253,253,267,5
247,254,254,267,10
248,255,255,268,1
249,256,256,269,1
250,257,257,269,0
251,258,258,270,1
252,259,259,271,0
253,260,260,272,21
254,261,261,273,0
255,262,262,275,1
256,263,263,276,38
257,264,264,276,0
258,265,265,276,13
259,266,266,279,5
260,267,267,281,0
261,268,268,287,10
262,269,269,287,12
263,270,270,287,14
264,271,271,287,0
265,272,272,288,0
266,273,273,289,1
267,274,274,290,5
268,275,275,290,0
269,276,276,291,38
270,277,277,292,21
271,278,278,292,1
272,279,279,293,0
273,280,280,297,38
274,281,281,298,2
275,282,282,298,0
276,283,283,301,0
277,284,284,303,0
278,285,285,306,2
279,286,286,306,21
280,287,287,309,0
281,288,288,311,0
282,289,289,312,1
283,290,290,314,0
284,291,291,321,7
285,292,292,321,13
286,293,293,323,21
287,294,294,323,0
288,295,295,326,1
289,296,296,328,1
290,297,297,328,0
291,298,298,331,21
292,299,299,331,1
293,300,300,334,0
294,301,301,341,5
295,302,302,341,1
296,303,303,341,0
297,304,304,342,23
298,305,305,342,0
299,306,306,345,0
300,307,307,347,1
301,308,308,347,0
302,309,309,348,1
303,310,310,349,1
304,311,311,349,0
305,312,312,351,5
306,313,313,351,2
307,314,314,351,0
308,315,315,352,0
309,316,316,353,21
310,317,317,354,0
311,318,318,355,1
312,319,319,356,5
313,320,320,356,0
314,321,321,357,21
315,322,322,358,2
316,323,323,358,37
317,324,324,358,0
318,325,325,359,21
319,326,326,359,1
320,327,327,359,0
321,328,328,360,0
322,329,329,361,21
323,330,330,362,1
324,331,331,363,0
325,332,332,364,1
326,333,333,365,1
327,334,334,366,1
328,335,335,367,21
329,336,336,367,0
330,337,337,368,5
331,338,338,368,2
332,339,339,368,0
333,341,341,369,0
334,342,342,370,1
335,343,343,371,5
336,344,344,371,21
337,345,345,371,1
338,346,346,371,0
339,347,347,372,0
340,348,348,375,1
341,349,349,376,5
342,350,350,376,2
343,351,351,376,0
344,352,352,378,0
345,353,353,380,0
346,354,354,383,1
347,355,355,384,21
348,356,356,384,1
349,357,357,385,5
350,358,358,385,4
351,359,359,385,0
352,360,360,387,21
353,361,361,387,0
354,362,362,388,1
355,363,363,389,0
356,364,364,390,1
357,365,365,391,39
358,366,366,391,0
359,367,367,392,1
360,368,368,396,21
361,369,369,396,1
362,370,370,400,1
363,371,371,401,22
364,372,372,401,0
365,373,373,402,2
366,374,374,402,0
367,375,375,404,21
368,376,376,404,0
369,377,377,406,0
370,378,378,407,5
371,379,379,407,1
372,380,380,407,0
373,381,381,408,5
374,382,382,408,21
375,383,383,408,0
376,384,384,409,23
377,385,385,409,5
378,386,386,409,22
379,387,387,409,4
380,388,388,409,0
381,389,389,410,0
382,390,390,411,5
383,391,391,411,0
384,392,392,412,0
385,393,393,413,5
386,394,394,413,0
387,395,395,414,5
388,396,396,414,21
389,397,397,415,21
390,398,398,415,0
391,399,399,416,0
392,400,400,417,23
393,401,401,417,2
394,402,402,417,1
395,403,403,417,0
396,404,404,417,7
397,405,405,418,5
398,406,406,418,0
399,407,407,419,5
400,408,408,419,10
401,409,409,419,0
402,410,410,419,13
403,411,411,420,5
404,412,412,420,3
405,413,413,420,4
406,414,414,420,1
407,415,415,420,0
408,416,416,421,5
409,417,417,421,0
410,418,418,422,4
411,419,419,422,0
412,420,420,423,0
413,421,421,424,5
414,422,422,424,1
415,423,423,424,0
416,424,424,425,5
417,425,425,425,0
418,426,426,426,0
419,427,427,427,5
420,428,428,427,0
421,429,429,428,5
422,430,430,428,1
423,431,431,428,0
424,432,432,429,5
425,433,433,429,0
426,434,434,430,5
427,435,435,430,2
428,436,436,430,1
429,437,437,430,19
430,438,438,430,39
431,439,439,430,0
432,440,440,431,5
433,441,441,431,1
434,442,442,432,5
435,443,443,432,0
436,444,444,433,0
437,445,445,434,0
438,446,446,435,5
439,447,447,435,1
440,448,448,435,0
441,449,449,436,5
442,450,450,436,4
443,451,451,436,0
444,452,452,437,5
445,453,453,437,2
446,454,454,437,4
447,455,455,437,0
448,456,456,438,5
449,457,457,438,1
450,458,458,438,0
451,459,459,439,5
452,460,460,440,0
453,461,461,441,0
454,462,462,442,5
455,463,463,442,1
456,464,464,442,0
457,465,465,443,5
458,466,466,443,21
459,467,467,443,0
460,468,468,444,5
461,469,469,444,2
462,470,470,444,4
463,471,471,444,0
464,472,472,445,5
465,473,473,445,19
